handle_height_m,standoff_m,root_height_m,tcp_error_m,self_collision,self_collision_evidence,min_joint_limit_margin_rad,arm_j6_margin_rad,feasible,failure_reason
0.9,0.4,0.55,0.17220844328403473,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.07573437690734863,0.07573437690734863,False,tcp_error_not_below_tolerance;joint_limit_margin_not_above_threshold
0.9,0.4,0.65,0.07208533585071564,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.23169252276420593,0.49016523361206055,False,tcp_error_not_below_tolerance
0.9,0.4,0.75,0.11543712019920349,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.15106245875358582,0.5336204767227173,False,tcp_error_not_below_tolerance
0.9,0.45,0.55,0.1562560498714447,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.19363656640052795,0.4137744903564453,False,tcp_error_not_below_tolerance
0.9,0.45,0.65,0.11853164434432983,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.3101307451725006,0.611579418182373,False,tcp_error_not_below_tolerance
0.9,0.45,0.75,0.1670791357755661,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.29755884408950806,0.677422285079956,False,tcp_error_not_below_tolerance
0.9,0.5,0.55,0.0859484001994133,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.31801459193229675,0.4003429412841797,False,tcp_error_not_below_tolerance
0.9,0.5,0.65,0.10242614150047302,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.36499494314193726,0.6345500946044922,False,tcp_error_not_below_tolerance
0.9,0.5,0.75,0.13810060918331146,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.3074503540992737,0.6950902938842773,False,tcp_error_not_below_tolerance
0.9,0.55,0.55,0.052186161279678345,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.38406193256378174,0.38406193256378174,False,tcp_error_not_below_tolerance
0.9,0.55,0.65,0.0265946127474308,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.30143818259239197,0.694927453994751,True,
0.9,0.55,0.75,0.12099099904298782,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.32694149017333984,0.7084453105926514,False,tcp_error_not_below_tolerance
0.9,0.6,0.55,0.05105885490775108,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.39660000801086426,0.39660000801086426,False,tcp_error_not_below_tolerance
0.9,0.6,0.65,0.023486007004976273,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.38500386476516724,0.707744836807251,True,
0.9,0.6,0.75,0.1198468953371048,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.35533809661865234,0.7101726531982422,False,tcp_error_not_below_tolerance
0.9,0.65,0.55,0.07764804363250732,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.46129924058914185,0.4652160406112671,False,tcp_error_not_below_tolerance
0.9,0.65,0.65,0.05962074548006058,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.43312108516693115,0.6554702520370483,False,tcp_error_not_below_tolerance
0.9,0.65,0.75,0.13510239124298096,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.3837846517562866,0.6999852657318115,False,tcp_error_not_below_tolerance
0.9,0.7,0.55,0.11786922812461853,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.46573275327682495,0.5070676803588867,False,tcp_error_not_below_tolerance
0.9,0.7,0.65,0.10591527819633484,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.44516468048095703,0.6307467222213745,False,tcp_error_not_below_tolerance
0.9,0.7,0.75,0.1630067229270935,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.4051337242126465,0.6849126815795898,False,tcp_error_not_below_tolerance
0.9,0.75,0.55,0.16306857764720917,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.46593916416168213,0.5291112661361694,False,tcp_error_not_below_tolerance
0.9,0.75,0.65,0.15433821082115173,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.4497755765914917,0.6186132431030273,False,tcp_error_not_below_tolerance
0.9,0.75,0.75,0.1989302933216095,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.41922885179519653,0.6705374717712402,False,tcp_error_not_below_tolerance
0.9,0.8,0.55,0.2103121429681778,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.46536457538604736,0.5419402122497559,False,tcp_error_not_below_tolerance
0.9,0.8,0.65,0.20348259806632996,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.4521225690841675,0.6115773916244507,False,tcp_error_not_below_tolerance
0.9,0.8,0.75,0.2396061271429062,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.4283906817436218,0.6585942506790161,False,tcp_error_not_below_tolerance
0.9,0.85,0.55,0.25853413343429565,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.46470868587493896,0.5501949787139893,False,tcp_error_not_below_tolerance
0.9,0.85,0.65,0.252938449382782,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.4535244107246399,0.6070288419723511,False,tcp_error_not_below_tolerance
0.9,0.85,0.75,0.28312548995018005,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.4345279932022095,0.6490594148635864,False,tcp_error_not_below_tolerance
