handle_height_m,standoff_m,root_height_m,tcp_error_m,self_collision,self_collision_evidence,min_joint_limit_margin_rad,arm_j6_margin_rad,feasible,failure_reason
0.95,0.4,0.55,0.15882296860218048,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.20635902881622314,0.23183155059814453,False,tcp_error_not_below_tolerance
0.95,0.4,0.65,0.126548632979393,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.2513839900493622,0.7825270891189575,False,tcp_error_not_below_tolerance
0.95,0.4,0.75,0.07101090252399445,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.1436471939086914,0.49989044666290283,False,tcp_error_not_below_tolerance
0.95,0.45,0.55,0.15117280185222626,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.3475585877895355,0.4347259998321533,False,tcp_error_not_below_tolerance
0.95,0.45,0.65,0.13563771545886993,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.39629673957824707,0.39629673957824707,False,tcp_error_not_below_tolerance
0.95,0.45,0.75,0.13347825407981873,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.29242122173309326,0.6553388833999634,False,tcp_error_not_below_tolerance
0.95,0.5,0.55,0.11935429275035858,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.3677546977996826,0.4019378423690796,False,tcp_error_not_below_tolerance
0.95,0.5,0.65,0.040473535656929016,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.2622230648994446,0.34074294567108154,False,tcp_error_not_below_tolerance
0.95,0.5,0.75,0.09655234962701797,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.2982058525085449,0.6808599233627319,False,tcp_error_not_below_tolerance
0.95,0.55,0.55,0.10037246346473694,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.37641048431396484,0.37641048431396484,False,tcp_error_not_below_tolerance
0.95,0.55,0.65,0.010091257281601429,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.33209365606307983,0.4775357246398926,True,
0.95,0.55,0.75,0.07242447882890701,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.31928932666778564,0.7069586515426636,False,tcp_error_not_below_tolerance
0.95,0.6,0.55,0.09967321157455444,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.3850996494293213,0.3850996494293213,False,tcp_error_not_below_tolerance
0.95,0.6,0.65,0.006997630000114441,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.4631756544113159,0.4985034465789795,True,
0.95,0.6,0.75,0.07073023170232773,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.36224061250686646,0.7105598449707031,False,tcp_error_not_below_tolerance
0.95,0.65,0.55,0.11741429567337036,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.4232224225997925,0.4232224225997925,False,tcp_error_not_below_tolerance
0.95,0.65,0.65,0.05242465063929558,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.4639764428138733,0.5596030950546265,False,tcp_error_not_below_tolerance
0.95,0.65,0.75,0.09264924377202988,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.4014121890068054,0.6895357370376587,False,tcp_error_not_below_tolerance
0.95,0.7,0.55,0.14835575222969055,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.4608960747718811,0.4615335464477539,False,tcp_error_not_below_tolerance
0.95,0.7,0.65,0.1016489565372467,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.46228182315826416,0.5709429979324341,False,tcp_error_not_below_tolerance
0.95,0.7,0.75,0.12877056002616882,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.42306655645370483,0.6668941974639893,False,tcp_error_not_below_tolerance
0.95,0.75,0.55,0.18689574301242828,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.46466732025146484,0.48942863941192627,False,tcp_error_not_below_tolerance
0.95,0.75,0.65,0.15133440494537354,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.46140480041503906,0.575512170791626,False,tcp_error_not_below_tolerance
0.95,0.75,0.75,0.17133817076683044,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.4342533349990845,0.6503318548202515,False,tcp_error_not_below_tolerance
0.95,0.8,0.55,0.22958654165267944,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.46587568521499634,0.5085543394088745,False,tcp_error_not_below_tolerance
0.95,0.8,0.65,0.2011696994304657,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.46088242530822754,0.5779645442962646,False,tcp_error_not_below_tolerance
0.95,0.8,0.75,0.21689119935035706,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.4405505061149597,0.6387723684310913,False,tcp_error_not_below_tolerance
0.95,0.85,0.55,0.2746138274669647,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.4660729765892029,0.5219252109527588,False,tcp_error_not_below_tolerance
0.95,0.85,0.65,0.2510616183280945,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.460540235042572,0.5795021057128906,False,tcp_error_not_below_tolerance
0.95,0.85,0.75,0.2639790177345276,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.44444888830184937,0.6304973363876343,False,tcp_error_not_below_tolerance
