2026-03-26 19:14:12.599 | INFO     | __main__:main:287 - Saving wandb logs to logs_rl/wsdpt_teacher_BTFv8q8_zi_debug/loco_manip/walk_stand_place_grasp_turn_homie_walk_stand_place_grasp_turn_homie-20260326_191407/.wandb
2026-03-26 19:14:12.600 | DEBUG    | asyncio.selector_events:__init__:54 - Using selector: EpollSelector
2026-03-26 19:14:12.616 | DEBUG    | git.cmd:execute:1253 - Popen(['git', 'version'], cwd=/home/ziwang/projects/gr00t-wsg-teleop, stdin=None, shell=False, universal_newlines=False)
2026-03-26 19:14:12.620 | DEBUG    | git.cmd:execute:1253 - Popen(['git', 'version'], cwd=/home/ziwang/projects/gr00t-wsg-teleop, stdin=None, shell=False, universal_newlines=False)
2026-03-26 19:14:12.624 | DEBUG    | git.cmd:execute:1253 - Popen(['git', 'rev-parse', '--show-toplevel'], cwd=/home/ziwang/projects/gr00t-wsg-teleop, stdin=None, shell=False, universal_newlines=False)
2026-03-26 19:14:12.634 | DEBUG    | urllib3.connectionpool:_new_conn:1049 - Starting new HTTPS connection (1): api.wandb.ai:443
2026-03-26 19:14:12.750 | DEBUG    | urllib3.connectionpool:_make_request:544 - https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
2026-03-26 19:14:12.891 | DEBUG    | urllib3.connectionpool:_make_request:544 - https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
2026-03-26 19:14:12.932 | DEBUG    | sentry_sdk.scope:set_new_propagation_context:240 - [Tracing] Create new propagation context: {'trace_id': 'dcf8cd7c1ad04810baa000e287629099', 'span_id': 'be7fd3c75d1d9c2e', 'parent_span_id': None, 'dynamic_sampling_context': None}
2026-03-26 19:14:13.145 | DEBUG    | git.cmd:execute:1253 - Popen(['git', 'cat-file', '--batch-check'], cwd=/home/ziwang/projects/gr00t-wsg-teleop, stdin=<valid stream>, shell=False, universal_newlines=False)
2026-03-26 19:14:14.181 | INFO     | groot.rl.utils.helpers:pre_process_config:49 - obs_dims: {'base_lin_vel': 3, 'base_ang_vel': 3, 'projected_gravity': 3, 'actions': 31, 'stage': 5, 'delta_actions': 11, 'dof_pos': 43, 'dof_vel': 43, 'placement_pos': 2, 'table_pelvis_transform': 9, 'hold_fingers_tips_force': 12, 'hold_obj_transform': 9, 'hold_hand_object_transform': 9, 'target_place_pos': 3, 'grasp_fingers_tips_force': 12, 'grasp_obj_transform': 9, 'grasp_hand_object_transform': 9, 'target_lift_pos': 3, 'b_homie_commands': 7, 'e_homie_dof_pos': 29, 'f_homie_dof_vel': 29, 'c_homie_base_ang_vel': 3, 'd_homie_projected_gravity': 3, 'homie_torso_ang_vel': 3, 'homie_torso_projected_gravity': 3, 'g_homie_body_actions': 15}
