step,time_s,base_height_m,max_abs_robot_ctrl_nm,door_hinge_rad,handle_hinge_rad,constraint_gate_active,door_external_torque_nm
278,1.3949999999999922,0.48178768733800664,180.0,0.08629070442315658,0.7856701153235897,0,10.0
279,1.3999999999999921,0.4877207691207604,180.0,0.0871816656115783,0.7856701084306275,0,10.0
280,1.404999999999992,0.49255425967736577,180.0,0.08807699619860228,0.7856701015034203,0,10.0
281,1.409999999999992,0.4981778828595641,180.0,0.08897669618422852,0.7856700945419679,0,10.0
282,1.4149999999999918,0.5026568826088851,180.0,0.08988076556845698,0.7856700875462694,0,10.0
283,1.4199999999999917,0.5078711631682339,180.0,0.09078920435128766,0.7856700805163246,0,10.0
284,1.4249999999999916,0.5119905519107448,180.0,0.09170201253272056,0.7856700734521326,0,10.0
285,1.4299999999999915,0.5167713769221493,180.0,0.09261919011275566,0.7856700663536929,0,10.0
286,1.4349999999999914,0.5205202860707183,180.0,0.09354073709139293,0.7856700592210049,0,10.0
287,1.4399999999999913,0.5248651071528115,180.0,0.09446665346863238,0.7856700520540679,0,10.0
288,1.4449999999999912,0.5282880569434312,180.0,0.09539693924447398,0.7856700448528817,0,10.0
289,1.449999999999991,0.5321635802594409,180.0,0.09633159441891773,0.7856700376174454,0,10.0
290,1.454999999999991,0.5352727615204604,180.0,0.09727061899196361,0.7856700303477584,0,10.0
291,1.4599999999999909,0.5388507375069606,180.0,0.09821401296361161,0.7856700230438202,0,10.0
292,1.4649999999999908,0.5415738036931551,180.0,0.09916177633386171,0.78567001570563,0,10.0
293,1.4699999999999906,0.5447542957221903,180.0,0.1001139091027139,0.7856700083331876,0,10.0
294,1.4749999999999905,0.5471977717755672,180.0,0.10107041127016816,0.7856700009264919,0,10.0
295,1.4799999999999904,0.5499290105285328,180.0,0.1020312828362245,0.7856699934855427,0,10.0
296,1.4849999999999903,0.5520331418515082,180.0,0.10299652380088287,0.7856699860103391,0,10.0
297,1.4899999999999902,0.5544405523231867,180.0,0.10396613416414328,0.7856699785008806,0,10.0
298,1.4949999999999901,0.5562381809181387,180.0,0.10494011392600572,0.7856699709571666,0,10.0
299,1.49999999999999,0.5582337475065687,180.0,0.10591846308647015,0.7856699633791965,0,10.0
300,1.50499999999999,0.5596729093079882,164.4450288636528,0.1069011816455366,0.7856699557669695,0,10.0
301,1.5099999999999898,0.5611977264191657,180.0,0.10788826960320501,0.7856699481204853,0,10.0
302,1.5149999999999897,0.5622986005013735,180.0,0.10887972695947538,0.7856699404397429,0,10.0
303,1.5199999999999896,0.5633933718730755,180.0,0.1098755537143477,0.785669932724742,0,10.0
304,1.5249999999999895,0.564464879192268,180.0,0.11087574986782198,0.7856699249754816,0,10.0
305,1.5299999999999894,0.5653480988654391,180.0,0.11188031541989817,0.7856699171919614,0,10.0
306,1.5349999999999893,0.565986450412118,180.0,0.11288925037057626,0.7856699093741805,0,10.0
307,1.5399999999999892,0.5670088038169235,180.0,0.11390255471985625,0.7856699015221384,0,10.0
308,1.544999999999989,0.5683026160664163,180.0,0.11492022846773811,0.7856698936358344,0,10.0
309,1.549999999999989,0.569300581747602,180.0,0.11594227161422184,0.785669885715268,0,10.0
310,1.5549999999999888,0.5700806542955843,180.0,0.11696868415930742,0.7856698777604383,0,10.0
311,1.5599999999999887,0.5705669754528331,180.0,0.11799946610299483,0.7856698697713448,0,10.0
312,1.5649999999999886,0.5708390475908259,180.0,0.11903461744528407,0.7856698617479867,0,10.0
313,1.5699999999999885,0.5705145778590331,180.0,0.12007413818617511,0.7856698536903636,0,10.0
314,1.5749999999999884,0.5701457120248327,180.0,0.12111802832566795,0.7856698455984745,0,10.0
315,1.5799999999999883,0.5691651064117699,180.0,0.12216628786376256,0.785669837472319,0,10.0
316,1.5849999999999882,0.5681018072571011,180.0,0.12321891680045893,0.7856698293118963,0,10.0
317,1.589999999999988,0.5666844587285348,180.0,0.12427591513575705,0.7856698211172058,0,10.0
318,1.594999999999988,0.5653163072753534,180.0,0.1253372828696569,0.7856698128882468,0,10.0
319,1.5999999999999879,0.5635462116081301,180.0,0.12640302000215847,0.7856698046250186,0,10.0
320,1.6049999999999878,0.5617868614356213,180.0,0.12747312653326173,0.7856697963275204,0,10.0
321,1.6099999999999877,0.5595994742951379,180.0,0.12854760246296668,0.7856697879957518,0,10.0
322,1.6149999999999876,0.5573800526544126,180.0,0.1296264477912733,0.785669779629712,0,10.0
323,1.6199999999999875,0.5548029069435612,180.0,0.13070966251818159,0.7856697712294001,0,10.0
324,1.6249999999999873,0.5521287954182029,180.0,0.1317972466436915,0.7856697627948156,0,10.0
325,1.6299999999999872,0.5491168881329835,180.0,0.13288920016780303,0.7856697543259578,0,10.0
326,1.6349999999999871,0.5460439801856266,180.0,0.13398552309051617,0.7856697458228259,0,10.0
327,1.639999999999987,0.5425304776547463,180.0,0.1350862154118309,0.7856697372854193,0,10.0
328,1.644999999999987,0.538953756085443,180.0,0.13619127713174722,0.7856697287137373,0,10.0
329,1.6499999999999868,0.5349598876265433,180.0,0.1373007082502651,0.7856697201077791,0,10.0
330,1.6549999999999867,0.530947967166635,180.0,0.13841450876738454,0.7856697114675442,0,10.0
331,1.6599999999999866,0.5264408588339967,180.0,0.13953267868310548,0.7856697027930316,0,10.0
332,1.6649999999999865,0.5220140792685752,180.0,0.14065521799742794,0.7856696940842408,0,10.0
333,1.6699999999999864,0.517065582653495,180.0,0.1417821267103519,0.785669685341171,0,10.0
334,1.6749999999999863,0.5122033613061387,180.0,0.14291340482187734,0.7856696765638215,0,10.0
335,1.6799999999999862,0.5066845900425887,180.0,0.14404905233200424,0.7856696677521914,0,10.0
336,1.684999999999986,0.501351753973059,180.0,0.14518906924073258,0.7856696589062803,0,10.0
337,1.689999999999986,0.49641860241619046,180.0,0.14633345554806235,0.7856696500260871,0,10.0
338,1.6949999999999859,0.49304626050486644,180.0,0.14748221125399355,0.7856696411116114,0,10.0
339,1.6999999999999857,0.48966893892100083,180.0,0.14863533635852613,0.7856696321628523,0,10.0
340,1.7049999999999856,0.4872192983718242,180.0,0.14979283086166012,0.7856696231798093,0,10.0
341,1.7099999999999855,0.4843773422708652,180.0,0.15095469476339546,0.7856696141624813,0,10.0
342,1.7149999999999854,0.48204668843873605,180.0,0.15212092806373215,0.7856696051108677,0,10.0
343,1.7199999999999853,0.4789519854904409,180.0,0.15329153076267016,0.7856695960249677,0,10.0
344,1.7249999999999852,0.47643286666667767,180.0,0.1544665028602095,0.7856695869047807,0,10.0
345,1.729999999999985,0.4731427494009019,180.0,0.15564584435635012,0.7856695777503058,0,10.0
346,1.734999999999985,0.46997383130382586,180.0,0.15682955525109205,0.7856695685615424,0,10.0
347,1.739999999999985,0.466174346445055,180.0,0.15801763554443524,0.7856695593384896,0,10.0
348,1.7449999999999848,0.4627931326561924,180.0,0.15921008523637967,0.7856695500811467,0,10.0
349,1.7499999999999847,0.45871442777677446,180.0,0.16040690432692534,0.7856695407895129,0,10.0
350,1.7549999999999846,0.45526166232025017,180.0,0.16160809281607222,0.7856695314635875,0,10.0
351,1.7599999999999845,0.4513642565157807,180.0,0.16281365070382028,0.7856695221033697,0,10.0
352,1.7649999999999844,0.44787315088983176,180.0,0.16402357799016953,0.7856695127088588,0,10.0
353,1.7699999999999843,0.443790228522282,180.0,0.16523787467511994,0.7856695032800538,0,10.0
354,1.7749999999999841,0.43998961007788245,180.0,0.1664565407586715,0.7856694938169541,0,10.0
355,1.779999999999984,0.4365075937331527,180.0,0.1676795762408242,0.7856694843195589,0,10.0
356,1.784999999999984,0.4334539628280619,180.0,0.16890698112157798,0.7856694747878674,0,10.0
357,1.7899999999999838,0.4306408978341136,180.0,0.17013875540093287,0.7856694652218789,0,10.0
358,1.7949999999999837,0.4284562819043852,180.0,0.17137489907888884,0.7856694556215924,0,10.0
359,1.7999999999999836,0.4262624083830508,180.0,0.17261541215544585,0.7856694459870073,0,10.0
360,1.8049999999999835,0.4243457898971421,180.0,0.1738602946306039,0.7856694363181228,0,10.0
361,1.8099999999999834,0.42227436244720407,180.0,0.17510954650436297,0.785669426614938,0,10.0
362,1.8149999999999833,0.42010806047209787,180.0,0.17636316777672306,0.7856694168774522,0,10.0
363,1.8199999999999832,0.41766670910699427,180.0,0.17762115844768414,0.7856694071056646,0,10.0
364,1.824999999999983,0.4152399081304842,180.0,0.17888351851724618,0.7856693972995742,0,10.0
365,1.829999999999983,0.4130957319391424,180.0,0.18015024798540916,0.7856693874591804,0,10.0
366,1.8349999999999829,0.4107526695632242,180.0,0.18142134685217307,0.7856693775844823,0,10.0
367,1.8399999999999828,0.40843279535849775,180.0,0.1826968151175379,0.7856693676754791,0,10.0
368,1.8449999999999827,0.405948636584556,180.0,0.18397665278150363,0.7856693577321701,0,10.0
369,1.8499999999999825,0.40372946583629116,180.0,0.18526085984407023,0.7856693477545543,0,10.0
370,1.8549999999999824,0.40104089504276536,180.0,0.18654943630523768,0.785669337742631,0,10.0
371,1.8599999999999823,0.39853072378687493,180.0,0.18784238216500598,0.7856693276963993,0,10.0
372,1.8649999999999822,0.39535376458476945,180.0,0.1891396974233751,0.7856693176158585,0,10.0
373,1.8699999999999821,0.3924642853620848,180.0,0.19044138208034503,0.7856693075010075,0,10.0
374,1.874999999999982,0.38876558589354965,180.0,0.19174743613591574,0.7856692973518458,0,10.0
375,1.879999999999982,0.3855010926022122,180.0,0.19305785959008723,0.7856692871683724,0,10.0
376,1.8849999999999818,0.381298389146921,180.0,0.19437265244285945,0.7856692769505863,0,10.0
377,1.8899999999999817,0.3776345465489236,180.0,0.19569181469423239,0.785669266698487,0,10.0
378,1.8949999999999816,0.37286647321604044,180.0,0.19701534634420603,0.7856692564120734,0,10.0
379,1.8999999999999815,0.3687520308391947,180.0,0.19834324739278036,0.7856692460913447,0,10.0
380,1.9049999999999814,0.3633952523714958,180.0,0.19967551783995538,0.7856692357363001,0,10.0
381,1.9099999999999813,0.3587782025915952,180.0,0.20101215768573105,0.7856692253469388,0,10.0
382,1.9149999999999812,0.3529033660730531,180.0,0.20235316693010735,0.7856692149232598,0,10.0
383,1.919999999999981,0.3478899661862917,180.0,0.20369854557308426,0.7856692044652624,0,10.0
384,1.924999999999981,0.34146358442177466,180.0,0.20504829361466176,0.7856691939729457,0,10.0
385,1.9299999999999808,0.3359956644823545,180.0,0.20640241105483983,0.7856691834463086,0,10.0
386,1.9349999999999807,0.32902273624462985,180.0,0.20776089789361846,0.7856691728853505,0,10.0
387,1.9399999999999806,0.3230508487999659,180.0,0.20912375413099762,0.7856691622900706,0,10.0
388,1.9449999999999805,0.31552427086085827,180.0,0.2104909797669773,0.7856691516604678,0,10.0
389,1.9499999999999804,0.3090732296104865,180.0,0.21186257480155749,0.7856691409965413,0,10.0
390,1.9549999999999803,0.30092068096428937,180.0,0.21323853923473815,0.7856691302982902,0,10.0
391,1.9599999999999802,0.2939549703013805,180.0,0.21461887306651925,0.7856691195657137,0,10.0
392,1.96499999999998,0.2854022528246209,180.0,0.21600357629690078,0.7856691087988109,0,10.0
393,1.96999999999998,0.2780101136272283,180.0,0.21739264892588275,0.7856690979975809,0,10.0
394,1.9749999999999799,0.2696745942285273,180.0,0.21878609095346513,0.7856690871620228,0,10.0
395,1.9799999999999798,0.2635851286363385,180.0,0.22018390237964786,0.7856690762921356,0,10.0
396,1.9849999999999797,0.25740226001926414,180.0,0.22158608320443096,0.7856690653879185,0,10.0
397,1.9899999999999796,0.25356511494537476,180.0,0.2229926334278144,0.7856690544493707,0,10.0
398,1.9949999999999795,0.2510253235051368,180.0,0.22440355304979814,0.7856690434764912,0,10.0
399,1.9999999999999793,0.24935014219841528,180.0,0.2258188420703822,0.7856690324692791,0,10.0
400,2.0049999999999795,0.24962384565594598,180.0,0.2272385004895665,0.7856690214277335,0,10.0
401,2.0099999999999794,0.25036069252674664,180.0,0.2286625283073511,0.7856690103518535,0,10.0
402,2.0149999999999793,0.2524275751670571,180.0,0.23009092552373592,0.7856689992416382,0,10.0
403,2.019999999999979,0.25600645753478535,180.0,0.23152369213872095,0.7856689880970867,0,10.0
404,2.024999999999979,0.26112862690726685,180.0,0.23296082815230618,0.785668976918198,0,10.0
405,2.029999999999979,0.26785768951277733,180.0,0.23440233356449158,0.7856689657049714,0,10.0
406,2.034999999999979,0.2760762191003969,180.0,0.23584820837527715,0.7856689544574057,0,10.0
407,2.0399999999999787,0.2855289400389466,180.0,0.23729845258466284,0.7856689431755002,0,10.0
408,2.0449999999999786,0.2960883115796791,180.0,0.23875306619264863,0.7856689318592537,0,10.0
409,2.0499999999999785,0.30748060940782657,174.65672375235147,0.24021204919923453,0.7856689205086655,0,10.0
410,2.0549999999999784,0.3194218547611822,152.37305834847132,0.2416754016044205,0.7856689091237347,0,10.0
411,2.0599999999999783,0.3318728251612403,134.54030441513603,0.2431431234082065,0.7856688977044601,0,10.0
412,2.064999999999978,0.3445819423614005,108.22523402998128,0.24461521461059255,0.7856688862508411,0,10.0
413,2.069999999999978,0.35743908179016315,94.4671526853297,0.2460916752115786,0.7856688747628764,0,10.0
414,2.074999999999978,0.3704466419849206,68.6443163225626,0.2475725052111646,0.7856688632405654,0,10.0
415,2.079999999999978,0.38324427963959595,68.41359702381895,0.2490577046093506,0.7856688516839069,0,10.0
416,2.0849999999999778,0.3959761624152891,45.0,0.25054727340613653,0.7856688400929002,0,10.0
417,2.0899999999999777,0.4079258858331136,59.503198756973816,0.2520412116015224,0.7856688284675439,0,10.0
418,2.0949999999999775,0.4204021712742082,180.0,0.25353951919550816,0.7856688168078375,0,10.0
419,2.0999999999999774,0.4319807900763792,180.0,0.25504219618809376,0.7856688051137799,0,10.0
420,2.1049999999999773,0.4441292772766642,180.0,0.25654924257927925,0.7856687933853702,0,10.0
421,2.1099999999999772,0.45633647326691484,180.0,0.25806065836906456,0.7856687816226072,0,10.0
422,2.114999999999977,0.4678175564483093,180.0,0.2595764435574497,0.7856687698254903,0,10.0
423,2.119999999999977,0.479600719338634,180.0,0.26109659814443464,0.7856687579940181,0,10.0
424,2.124999999999977,0.49036346391234215,180.0,0.26262112213001937,0.78566874612819,0,10.0
425,2.129999999999977,0.5018987699120057,180.0,0.2641500155142038,0.7856687342280048,0,10.0
426,2.1349999999999767,0.5123442138462649,180.0,0.26568327829698796,0.7856687222934616,0,10.0
427,2.1399999999999766,0.5235468156176333,180.0,0.2672209104783718,0.7856687103245595,0,10.0
428,2.1449999999999765,0.5333732699857182,180.0,0.2687629120583554,0.7856686983212974,0,10.0
429,2.1499999999999764,0.5441485125108002,180.0,0.27030928303693863,0.7856686862836744,0,10.0
430,2.1549999999999763,0.553664399279274,180.0,0.27186002341412147,0.7856686742116894,0,10.0
431,2.159999999999976,0.5643362566562244,180.0,0.27341513318990396,0.7856686621053415,0,10.0
432,2.164999999999976,0.5734228428953911,180.0,0.27497461236428605,0.7856686499646296,0,10.0
433,2.169999999999976,0.5831966512358207,180.0,0.2765384609372677,0.7856686377895529,0,10.0
434,2.174999999999976,0.5918843252049877,180.0,0.2781066789088489,0.7856686255801102,0,10.0
435,2.1799999999999757,0.6012686045775314,180.0,0.2796792662790296,0.7856686133363006,0,10.0
436,2.1849999999999756,0.6099038938500048,180.0,0.28125622304780984,0.7856686010581231,0,10.0
437,2.1899999999999755,0.6189497058285485,180.0,0.28283754921518955,0.7856685887455765,0,10.0
438,2.1949999999999754,0.6268471998544614,180.0,0.2844232447811687,0.7856685763986603,0,10.0
439,2.1999999999999753,0.6354647589203114,180.0,0.2860133097457473,0.7856685640173728,0,10.0
440,2.204999999999975,0.6429124854726317,180.0,0.2876077441089253,0.7856685516017136,0,10.0
441,2.209999999999975,0.6512719852797009,180.0,0.2892065478707027,0.7856685391516812,0,10.0
442,2.214999999999975,0.6582663563748204,180.0,0.2908097210310795,0.7856685266672749,0,10.0
443,2.219999999999975,0.6659001744508799,180.0,0.2924172635900556,0.7856685141484936,0,10.0
444,2.2249999999999748,0.672542835057358,180.0,0.294029175547631,0.7856685015953363,0,10.0
445,2.2299999999999747,0.6796040358099138,180.0,0.2956454569038057,0.7856684890078017,0,10.0
446,2.2349999999999746,0.6857571430639657,180.0,0.29726610765857975,0.7856684763858892,0,10.0
447,2.2399999999999745,0.6921980365387544,180.0,0.298891127811953,0.7856684637295973,0,10.0
448,2.2449999999999743,0.6978152674369933,180.0,0.30052051736392543,0.7856684510389255,0,10.0
449,2.2499999999999742,0.7036999112136496,180.0,0.3021542763144971,0.7856684383138722,0,10.0
450,2.254999999999974,0.7086214276625001,180.0,0.30379240466366797,0.7856684255544368,0,10.0
451,2.259999999999974,0.7133387529466922,180.0,0.305434902411438,0.7856684127606179,0,10.0
452,2.264999999999974,0.7173303889622225,180.0,0.30708176955780714,0.7856683999324148,0,10.0
453,2.269999999999974,0.7215818641049648,180.0,0.3087330061027754,0.7856683870698262,0,10.0
454,2.2749999999999737,0.7251541654487784,180.0,0.3103886120463427,0.7856683741728512,0,10.0
455,2.2799999999999736,0.7290542854061813,180.0,0.3120485873885091,0.7856683612414885,0,10.0
456,2.2849999999999735,0.7322835018728047,180.0,0.31371293212927454,0.7856683482757374,0,10.0
457,2.2899999999999734,0.7359736025714726,180.0,0.315381646268639,0.7856683352755964,0,10.0
458,2.2949999999999733,0.7389821938743774,180.0,0.3170547298066025,0.7856683222410649,0,10.0
459,2.299999999999973,0.7423244718897565,180.0,0.3187321827431649,0.7856683091721415,0,10.0
460,2.304999999999973,0.7449633939300027,180.0,0.32041400507832624,0.7856682960688253,0,10.0
461,2.309999999999973,0.7478482908091952,180.0,0.3221001968120865,0.7856682829311151,0,10.0
462,2.314999999999973,0.7500675561314919,180.0,0.3237907579444457,0.7856682697590099,0,10.0
463,2.3199999999999728,0.7524748967237876,180.0,0.3254856884754037,0.7856682565525087,0,10.0
464,2.3249999999999726,0.7542081017926255,180.0,0.3271849884049606,0.7856682433116102,0,10.0
465,2.3299999999999725,0.7560248206685173,180.0,0.32888865773311626,0.7856682300363135,0,10.0
466,2.3349999999999724,0.7572021416116437,180.0,0.3305966964598708,0.7856682167266175,0,10.0
467,2.3399999999999723,0.7585773853002927,180.0,0.33230910458522406,0.7856682033825211,0,10.0
468,2.344999999999972,0.7592365952072274,180.0,0.33402588210917605,0.7856681900040231,0,10.0
469,2.349999999999972,0.7600423830761048,180.0,0.3357470290317268,0.7856681765911225,0,10.0
470,2.354999999999972,0.7601680203216136,180.0,0.33747254535287624,0.7856681631438182,0,10.0
471,2.359999999999972,0.7604914541256222,180.0,0.3392024310726244,0.7856681496621091,0,10.0
472,2.364999999999972,0.760074510656028,180.0,0.3409366861909711,0.785668136145994,0,10.0
473,2.3699999999999717,0.7600073275082083,180.0,0.3426753107079165,0.7856681225954719,0,10.0
474,2.3749999999999716,0.7592111636074497,180.0,0.3444183046234605,0.7856681090105416,0,10.0
475,2.3799999999999715,0.7587155535233479,180.0,0.34616566793760306,0.7856680953912021,0,10.0
476,2.3849999999999714,0.7576196352707105,180.0,0.34791740065034416,0.7856680817374523,0,10.0
477,2.3899999999999713,0.7567368022760468,180.0,0.3496735027616838,0.7856680680492909,0,10.0
478,2.394999999999971,0.7550961103481064,180.0,0.35143397427162193,0.785668054326717,0,10.0
479,2.399999999999971,0.7537821352681553,180.0,0.35319881518015855,0.7856680405697294,0,10.0
480,2.404999999999971,0.7517149139298844,180.0,0.3549680254872936,0.7856680267783268,0,10.0
481,2.409999999999971,0.7498746812411827,180.0,0.35674160519302706,0.7856680129525083,0,10.0
482,2.4149999999999707,0.7473587089460726,180.0,0.35851955429735893,0.7856679990922728,0,10.0
483,2.4199999999999706,0.744735371223709,180.0,0.3603018728002892,0.7856679851976189,0,10.0
484,2.4249999999999705,0.7414137301243126,180.0,0.3620885607018178,0.7856679712685458,0,10.0
485,2.4299999999999704,0.7383399235591888,180.0,0.3638796180019447,0.785667957305052,0,10.0
486,2.4349999999999703,0.734666137643,180.0,0.36567504470066986,0.7856679433071366,0,10.0
487,2.43999999999997,0.7312660816270443,180.0,0.3674748407979933,0.7856679292747984,0,10.0
488,2.44499999999997,0.7271902418122722,180.0,0.369279006293915,0.7856679152080364,0,10.0
489,2.44999999999997,0.7233744663548624,180.0,0.37108754118843496,0.7856679011068491,0,10.0
490,2.45499999999997,0.7187772376532074,180.0,0.37290044548155304,0.7856678869712357,0,10.0
491,2.4599999999999698,0.7143802111357926,180.0,0.3747177191732693,0.7856678728011948,0,10.0
492,2.4649999999999697,0.7092132448432972,180.0,0.3765393622635837,0.7856678585967254,0,10.0
493,2.4699999999999696,0.7042450281399488,180.0,0.3783653747524962,0.7856678443578262,0,10.0
494,2.4749999999999694,0.6985479345552824,180.0,0.3801957566400068,0.785667830084496,0,10.0
495,2.4799999999999693,0.6928681227522524,180.0,0.3820305079261155,0.785667815776734,0,10.0
496,2.4849999999999692,0.6866443012231662,180.0,0.3838696286108222,0.7856678014345386,0,10.0
497,2.489999999999969,0.680712683068561,180.0,0.3857131186941269,0.7856677870579089,0,10.0
498,2.494999999999969,0.6740832561294262,180.0,0.3875609781760296,0.7856677726468435,0,10.0
499,2.499999999999969,0.6677100652909933,180.0,0.3894132070565302,0.7856677582013415,0,10.0
500,2.504999999999969,0.6606527148127468,180.0,0.3912698053356288,0.7856677437214015,0,10.0
501,2.5099999999999687,0.6537769812992971,180.0,0.3931307730133252,0.7856677292070223,0,10.0
502,2.5149999999999686,0.6462663458221011,180.0,0.39499611008961955,0.785667714658203,0,10.0
503,2.5199999999999685,0.6389271302703935,180.0,0.3968658165645117,0.7856677000749421,0,10.0
504,2.5249999999999684,0.6308931064179959,180.0,0.3987398924380017,0.7856676854572385,0,10.0
505,2.5299999999999683,0.6230307569445339,180.0,0.4006183377100895,0.7856676708050911,0,10.0
506,2.534999999999968,0.6145447380703011,180.0,0.40250115238077505,0.7856676561184986,0,10.0
507,2.539999999999968,0.6061917587543104,180.0,0.40438833645005834,0.7856676413974599,0,10.0
508,2.544999999999968,0.5971685298366827,180.0,0.40627988991793934,0.7856676266419736,0,10.0
509,2.549999999999968,0.5881461521319705,180.0,0.408175812784418,0.7856676118520388,0,10.0
510,2.5549999999999677,0.5784179248492899,180.0,0.4100761050494943,0.7856675970276541,0,10.0
511,2.5599999999999676,0.568798425736953,180.0,0.4119807667131683,0.7856675821688183,0,10.0
512,2.5649999999999675,0.5585909659041582,180.0,0.4138897977754399,0.7856675672755301,0,10.0
513,2.5699999999999674,0.5485624663445907,180.0,0.415803198236309,0.7856675523477885,0,10.0
514,2.5749999999999673,0.5379722944694114,180.0,0.4177209680957757,0.7856675373855921,0,10.0
515,2.579999999999967,0.5274573317685549,180.0,0.4196431073538399,0.7856675223889398,0,10.0
516,2.584999999999967,0.5164301953081526,180.0,0.42156961601050164,0.7856675073578303,0,10.0
517,2.589999999999967,0.5055284130820688,180.0,0.4235004940657608,0.7856674922922624,0,10.0
518,2.594999999999967,0.49410754804772306,180.0,0.4254357415196174,0.7856674771922348,0,10.0
519,2.599999999999967,0.48280803600735106,180.0,0.4273753583720714,0.7856674620577465,0,10.0
520,2.6049999999999667,0.47405006655049536,180.0,0.42931934462312277,0.7856674468887961,0,10.0
521,2.6099999999999666,0.46686920946345983,180.0,0.4312677002727715,0.7856674316853823,0,10.0
522,2.6149999999999665,0.4603509540137496,180.0,0.43322042532101757,0.7856674164475039,0,10.0
523,2.6199999999999664,0.45448442850663096,180.0,0.4351775197678609,0.7856674011751598,0,10.0
524,2.6249999999999662,0.4487281174045643,180.0,0.4371389836133015,0.7856673858683485,0,10.0
525,2.629999999999966,0.44370682614844864,180.0,0.4391048168573394,0.785667370527069,0,10.0
526,2.634999999999966,0.4385721791506834,180.0,0.44107501949997446,0.7856673551513199,0,10.0
527,2.639999999999966,0.4341485320037408,180.0,0.4430495915412067,0.7856673397411,0,10.0
528,2.644999999999966,0.4290879869853879,180.0,0.4450285329810361,0.7856673242964082,0,10.0
529,2.6499999999999657,0.42448776426084023,180.0,0.44701184381946263,0.7856673088172429,0,10.0
530,2.6549999999999656,0.41969880245189944,180.0,0.44899952405648624,0.7856672933036031,0,10.0
531,2.6599999999999655,0.4155409198515155,180.0,0.45099157369210696,0.7856672777554874,0,10.0
532,2.6649999999999654,0.4106873987454296,180.0,0.4529879927263247,0.7856672621728946,0,10.0
533,2.6699999999999653,0.4062118325698293,180.0,0.45498878115913943,0.7856672465558234,0,10.0
534,2.674999999999965,0.4016167161499524,180.0,0.4569939389905512,0.7856672309042726,0,10.0
535,2.679999999999965,0.39733163942666627,180.0,0.4590034662205599,0.7856672152182409,0,10.0
536,2.684999999999965,0.3921831130647187,180.0,0.4610173628491655,0.7856671994977269,0,10.0
537,2.689999999999965,0.38736136109008096,180.0,0.463035628876368,0.7856671837427295,0,10.0
538,2.6949999999999648,0.3816852408784364,180.0,0.4650582643021674,0.7856671679532473,0,10.0
539,2.6999999999999647,0.37639858270116316,180.0,0.4670852691265636,0.7856671521292791,0,10.0
540,2.7049999999999645,0.3701331736141317,180.0,0.4691166433495566,0.7856671362708235,0,10.0
541,2.7099999999999644,0.36435443784605487,180.0,0.4711523869711464,0.7856671203778793,0,10.0
542,2.7149999999999643,0.3575929015563953,180.0,0.47319249999133295,0.7856671044504452,0,10.0
543,2.7199999999999642,0.3514354957007827,180.0,0.4752369824101162,0.7856670884885198,0,10.0
544,2.724999999999964,0.34413390560993334,180.0,0.47728583422749615,0.785667072492102,0,10.0
545,2.729999999999964,0.3379240393928351,180.0,0.4793390554434728,0.7856670564611904,0,10.0
546,2.734999999999964,0.33132172670204957,180.0,0.481396646058046,0.7856670403957836,0,10.0
547,2.739999999999964,0.32451407299862517,180.0,0.4834586060712158,0.7856670242958804,0,10.0
548,2.7449999999999637,0.31764674967495554,180.0,0.48552493548298226,0.7856670081614794,0,10.0
549,2.7499999999999636,0.31204116092558476,180.0,0.48759563429334524,0.7856669919925794,0,10.0
550,2.7549999999999635,0.3070510652541254,180.0,0.4896707025023047,0.7856669757891791,0,10.0
551,2.7599999999999634,0.30455542320648377,180.0,0.4917501401098607,0.7856669595512771,0,10.0
552,2.7649999999999633,0.3026318873386337,180.0,0.4938339471160131,0.785666943278872,0,10.0
553,2.769999999999963,0.3025097177066445,180.0,0.4959221235207619,0.7856669269719626,0,10.0
554,2.774999999999963,0.30286725044843843,180.0,0.49801466932410715,0.7856669106305477,0,10.0
555,2.779999999999963,0.3042885788192384,180.0,0.5001115845260488,0.7856668942546257,0,10.0
556,2.784999999999963,0.3060732593127745,180.0,0.5022128691265867,0.7856668778441954,0,10.0
557,2.7899999999999627,0.30945800159694475,180.0,0.5043185231257209,0.7856668613992555,0,10.0
558,2.7949999999999626,0.3127332503548451,180.0,0.5064285465234514,0.7856668449198045,0,10.0
559,2.7999999999999625,0.31758699541766855,180.0,0.5085429393197781,0.7856668284058415,0,10.0
560,2.8049999999999624,0.3225409357401558,180.0,0.510661701514701,0.7856668118573645,0,10.0
561,2.8099999999999623,0.3290204791108795,180.0,0.5127848331082201,0.7856667952743727,0,10.0
562,2.814999999999962,0.3356837430720342,180.0,0.5149123341003353,0.7856667786568644,0,10.0
563,2.819999999999962,0.34369891710131145,180.0,0.5170442044910467,0.7856667620048385,0,10.0
564,2.824999999999962,0.35178198487367074,180.0,0.5191804442803541,0.7856667453182936,0,10.0
565,2.829999999999962,0.3610387067386652,180.0,0.5213210534682576,0.7856667285972283,0,10.0
566,2.8349999999999618,0.3701807197219569,165.91363866595484,0.5234660320547572,0.7856667118416412,0,10.0
567,2.8399999999999617,0.3801543261142397,180.0,0.5256153800398528,0.7856666950515309,0,10.0
568,2.8449999999999616,0.3895357813258675,180.0,0.5277690974235443,0.7856666782268963,0,10.0
569,2.8499999999999615,0.39943378596427326,180.0,0.5299271842058317,0.7856666613677357,0,10.0
