step,time_s,base_height_m,max_abs_robot_ctrl_nm,door_hinge_rad,handle_hinge_rad,constraint_gate_active,door_external_torque_nm
46,0.23500000000000013,0.34093838692130585,180.0,-1.1447789895002147e-07,-0.032915830665674765,1,0.0
47,0.24000000000000013,0.3289219044639132,180.0,-1.1447789835164343e-07,-0.03291583554143947,1,0.0
48,0.24500000000000013,0.3167080909462025,180.0,-1.1447789830940945e-07,-0.032915841920826694,1,0.0
49,0.2500000000000001,0.30435717044970884,180.0,-1.1447789854511376e-07,-0.032915847457205265,1,0.0
50,0.2550000000000001,0.2918419942379038,180.0,-1.1447789889399608e-07,-0.032915851188008195,1,0.0
51,0.2600000000000001,0.27993680143464117,180.0,-1.1447789926363233e-07,-0.0329158530833383,1,0.0
52,0.2650000000000001,0.2676985062502576,180.0,-1.1447789960645687e-07,-0.03291585358710747,1,0.0
53,0.27000000000000013,0.255946433826751,180.0,-1.1447789990174583e-07,-0.032915853269156,1,0.0
54,0.27500000000000013,0.24564253683597637,180.0,-1.1447790014406144e-07,-0.03291585261983073,1,0.0
55,0.28000000000000014,0.23701925217629713,180.0,-1.1447790033603374e-07,-0.03291585196714715,1,0.0
56,0.28500000000000014,0.23043709616762037,180.0,-1.1447790048399992e-07,-0.032915851475952544,1,0.0
57,0.29000000000000015,0.22693258595279997,180.0,-1.1447790059548684e-07,-0.03291585118829902,1,0.0
58,0.29500000000000015,0.22579139744622595,180.0,-1.1447790067785293e-07,-0.03291585107432819,1,0.0
59,0.30000000000000016,0.22577900620675442,180.0,-1.1447790073763668e-07,-0.03291585107569094,1,0.0
60,0.30500000000000016,0.2269938635486212,180.0,-1.1447790078031801e-07,-0.0329158511343798,1,0.0
61,0.31000000000000016,0.23002025014457944,180.0,-1.1447790081030704e-07,-0.03291585120705975,1,0.0
62,0.31500000000000017,0.23442198572055517,180.0,-1.1447790083104557e-07,-0.032915851268565555,1,0.0
63,0.3200000000000002,0.24034877650785366,180.0,-1.1447790084515409e-07,-0.0329158513091081,1,0.0
64,0.3250000000000002,0.24769221635664299,180.0,-1.1447790085458641e-07,-0.03291585132903355,1,0.0
65,0.3300000000000002,0.2564235461468436,180.0,-1.1447790086077252e-07,-0.03291585133366918,1,0.0
66,0.3350000000000002,0.2662523414201002,173.65103004691284,-1.1447790086474133e-07,-0.032915851329501006,1,0.0
67,0.3400000000000002,0.27719311997448237,157.90800231190187,-1.1447790086722135e-07,-0.03291585132197296,1,0.0
68,0.3450000000000002,0.28883306725752417,128.8479458483104,-1.1447790086872024e-07,-0.03291585131464695,1,0.0
69,0.3500000000000002,0.30119394576313074,118.71168804194761,-1.1447790086958612e-07,-0.03291585130925343,1,0.0
70,0.3550000000000002,0.3139556600409645,94.02147041752497,-1.1447790087005372e-07,-0.03291585130617452,1,0.0
71,0.3600000000000002,0.3269591748310939,88.69789479538112,-1.1447790087027848e-07,-0.03291585130502262,1,0.0
72,0.3650000000000002,0.34001093794267806,72.06526665066407,-1.144779008703612e-07,-0.0329158513051222,1,0.0
73,0.3700000000000002,0.35303060747220094,55.60716856530493,-1.1447790087036574e-07,-0.03291585130582263,1,0.0
74,0.3750000000000002,0.3658724524423826,53.5683940145899,-1.1447790087033134e-07,-0.032915851306648376,1,0.0
75,0.3800000000000002,0.3786944480006139,45.0,-1.1447790087028123e-07,-0.032915851307330345,1,0.0
76,0.38500000000000023,0.3906412038255433,154.4766761773716,-1.144779008702284e-07,-0.032915851307769944,1,0.0
77,0.39000000000000024,0.40286471138019575,180.0,-1.1447790087017951e-07,-0.032915851307978444,1,0.0
78,0.39500000000000024,0.41413960740466665,180.0,-1.1447790087013746e-07,-0.03291585130801929,1,0.0
79,0.40000000000000024,0.42616136265335036,180.0,-1.14477900870103e-07,-0.032915851307966086,1,0.0
80,0.40500000000000025,0.43714806082074353,180.0,-1.1447790087007572e-07,-0.032915851307879156,1,0.0
81,0.41000000000000025,0.44886282967192986,180.0,-1.1447790087005472e-07,-0.03291585130779709,1,0.0
82,0.41500000000000026,0.45921649060082936,180.0,-1.144779008700389e-07,-0.03291585130773797,1,0.0
83,0.42000000000000026,0.47048675478081725,180.0,-1.1447790087002723e-07,-0.03291585130770513,1,0.0
84,0.42500000000000027,0.4804090226081039,180.0,-1.1447790087001877e-07,-0.03291585130769361,1,0.0
85,0.43000000000000027,0.49126906312712487,180.0,-1.1447790087001274e-07,-0.03291585130769564,1,0.0
86,0.4350000000000003,0.5006828036581632,180.0,-1.1447790087000847e-07,-0.03291585130770395,1,0.0
87,0.4400000000000003,0.5109784814659989,180.0,-1.1447790087000554e-07,-0.032915851307713316,1,0.0
88,0.4450000000000003,0.5199077852646876,180.0,-1.1447790087000355e-07,-0.03291585130772088,1,0.0
89,0.4500000000000003,0.5296852581781749,180.0,-1.1447790087000221e-07,-0.03291585130772564,1,0.0
90,0.4550000000000003,0.538197364575691,180.0,-1.1447790087000134e-07,-0.03291585130772781,1,0.0
91,0.4600000000000003,0.5474997876208038,180.0,-1.1447790087000078e-07,-0.03291585130772814,1,0.0
92,0.4650000000000003,0.5555844721877862,180.0,-1.1447790087000044e-07,-0.03291585130772745,1,0.0
93,0.4700000000000003,0.5644099640254157,180.0,-1.1447790087000024e-07,-0.03291585130772645,1,0.0
94,0.4750000000000003,0.5720363618380584,180.0,-1.1447790087000011e-07,-0.03291585130772554,1,0.0
95,0.4800000000000003,0.5803666944131536,180.0,-1.1447790087000004e-07,-0.0329158513077249,1,0.0
96,0.4850000000000003,0.5875303091237063,180.0,-1.1447790087e-07,-0.03291585130772454,1,0.0
97,0.4900000000000003,0.5953606410395544,180.0,-1.1447790086999999e-07,-0.03291585130772443,1,0.0
98,0.49500000000000033,0.6021040080447297,180.0,-1.1447790086999998e-07,-0.03291585130772446,1,0.0
99,0.5000000000000003,0.6093597381870378,180.0,-1.1447790086999998e-07,-0.03291585130772456,1,0.0
100,0.5050000000000003,0.6155760994754373,180.0,-1.1447790086999994e-07,0.1367845094989916,1,0.0
101,0.5100000000000003,0.6223813766254772,180.0,-1.1447790086999994e-07,0.4761626892531796,1,0.0
102,0.5150000000000003,0.6282041137107891,180.0,-1.1447790086999994e-07,0.6506780109910761,1,0.0
103,0.5200000000000004,0.6345384239686499,180.0,8.073109908219924e-06,0.6600919911958246,0,10.0
104,0.5250000000000004,0.6399501392549684,180.0,2.437297513187734e-05,0.8386695477967003,0,10.0
105,0.5300000000000004,0.6458440651502427,180.0,4.8711079002281254e-05,0.8518198302131309,0,10.0
106,0.5350000000000004,0.6507803625287059,180.0,8.101306968239208e-05,0.6995176316112354,0,10.0
107,0.5400000000000004,0.656163253475057,180.0,0.0001212047825691808,0.7163155111866634,0,10.0
108,0.5450000000000004,0.660612515629732,180.0,0.00016921430688465316,0.8833274862758812,0,10.0
109,0.5500000000000004,0.665421729292316,180.0,0.00022497095686175482,0.8848254002456898,0,10.0
110,0.5550000000000004,0.6695453332237806,180.0,0.00028840215906028013,0.7208062798101667,0,10.0
111,0.5600000000000004,0.6740604922557675,180.0,0.00035943564047347153,0.7258516624024917,0,10.0
112,0.5650000000000004,0.6777460776045996,180.0,0.0004380027609469437,0.8999529862724261,0,10.0
113,0.5700000000000004,0.6817351897629627,180.0,0.0005240363233382706,0.9085070799824994,0,10.0
114,0.5750000000000004,0.6845764882722735,180.0,0.0006174655027004412,0.751496710533164,0,10.0
115,0.5800000000000004,0.6877181919820211,180.0,0.0007182198214938226,0.7634980229661288,0,10.0
116,0.5850000000000004,0.690300311240378,180.0,0.0008262338830724146,0.7685648518790061,0,10.0
117,0.5900000000000004,0.6931369073676855,180.0,0.0009414406229062735,0.803467880109217,0,10.0
118,0.5950000000000004,0.695331816149116,180.0,0.0010637741985940747,0.6730095502976093,0,10.0
119,0.6000000000000004,0.6977181317233377,180.0,0.001193166140731002,0.7116942513349854,0,10.0
120,0.6050000000000004,0.6994803728458597,180.0,0.001329553960215086,0.7370026662235225,0,10.0
121,0.6100000000000004,0.7014067296277925,180.0,0.0014728728865623375,0.7549262217640065,0,10.0
122,0.6150000000000004,0.7026433001691488,180.0,0.001623058803872419,0.7522554477565289,0,10.0
123,0.6200000000000004,0.7040000755593097,180.0,0.001780047861423077,0.9122614454950956,0,10.0
124,0.6250000000000004,0.7047120909707153,180.0,0.0019437813062737664,0.9066952621341939,0,10.0
125,0.6300000000000004,0.7056083362705202,180.0,0.0021141927455063858,0.7355681370565764,0,10.0
126,0.6350000000000005,0.7059105275868159,180.0,0.0022912165157860788,0.73348019379639,0,10.0
127,0.6400000000000005,0.7063921672452816,180.0,0.002474795312606349,0.9004350040258509,0,10.0
128,0.6450000000000005,0.7063228190438934,180.0,0.002664873430239709,0.9018414238711869,0,10.0
129,0.6500000000000005,0.7063441216272759,180.0,0.002861386051143015,0.7376966110754207,0,10.0
130,0.6550000000000005,0.7058202364006075,180.0,0.0030642691110799045,0.7425872581213231,0,10.0
131,0.6600000000000005,0.7053895710087099,180.0,0.003273468094864739,0.8873791621191348,0,10.0
132,0.6650000000000005,0.7045107968804127,180.0,0.003488929141101143,0.8666486817427516,0,10.0
133,0.6700000000000005,0.7035774138428622,180.0,0.003710588933824855,0.6813159682901522,0,10.0
134,0.6750000000000005,0.7022545601215026,180.0,0.003938385386308677,0.6651127554585338,0,10.0
135,0.6800000000000005,0.7009092534983912,180.0,0.004172266334007518,0.8180649154725482,0,10.0
136,0.6850000000000005,0.699168852671941,180.0,0.004412181125966455,0.8056283389654249,0,10.0
137,0.6900000000000005,0.6973250476667623,180.0,0.004658068211221106,0.795411248517979,0,10.0
138,0.6950000000000005,0.6950850194197326,180.0,0.0049098722617620365,0.7900663042691494,0,10.0
139,0.7000000000000005,0.6926822735258991,180.0,0.005167538547348062,0.7875750232499562,0,10.0
140,0.7050000000000005,0.690002028170958,180.0,0.00543101276614317,0.7864617080954465,0,10.0
141,0.7100000000000005,0.6870228208288328,180.0,0.0057002410559309465,0.7859726214484344,0,10.0
142,0.7150000000000005,0.6836413468634924,178.12197503477117,0.0059751700135486805,0.7858233997606724,0,10.0
143,0.7200000000000005,0.6801728247305188,180.0,0.006255746706877693,0.7857518924418282,0,10.0
144,0.7250000000000005,0.676489829020038,180.0,0.006541918670595486,0.7857144964780336,0,10.0
145,0.7300000000000005,0.6725539384445012,180.0,0.0068336339100991406,0.7856945483224197,0,10.0
146,0.7350000000000005,0.6684754114037558,180.0,0.007130840898257235,0.7856837205636092,0,10.0
147,0.7400000000000005,0.6639626522126129,180.0,0.007433488571506301,0.7856778354246958,0,10.0
148,0.7450000000000006,0.6594288237611856,180.0,0.007741526325834008,0.7856746145416238,0,10.0
149,0.7500000000000006,0.6540631282793106,180.0,0.008054904012715611,0.7856728538527384,0,10.0
150,0.7550000000000006,0.6488217448140955,180.0,0.008373571935057382,0.7856718874478312,0,10.0
151,0.7600000000000006,0.6432070659672494,180.0,0.008697480843156252,0.7856713572868517,0,10.0
152,0.7650000000000006,0.6375107398272722,180.0,0.009026581930687214,0.7856710652279586,0,10.0
153,0.7700000000000006,0.6315015791564959,180.0,0.009360826830721031,0.7856709039312708,0,10.0
154,0.7750000000000006,0.6254390538302771,180.0,0.009700167611775074,0.7856708141102925,0,10.0
155,0.7800000000000006,0.6190313380432322,180.0,0.010044556773897957,0.785670763519147,0,10.0
156,0.7850000000000006,0.6125625546479334,180.0,0.010393947244788536,0.7856707343845089,0,10.0
157,0.7900000000000006,0.6056218496027667,180.0,0.010748292375949294,0.7856707170162944,0,10.0
158,0.7950000000000006,0.5985019240719528,180.0,0.01110754593887407,0.7856707060825726,0,10.0
159,0.8000000000000006,0.5909206386516797,180.0,0.011471662121269911,0.785670698672032,0,10.0
160,0.8050000000000006,0.5834712261369966,180.0,0.011840595523312828,0.7856706931849589,0,10.0
161,0.8100000000000006,0.5752988513317888,180.0,0.012214301153937191,0.785670688747228,0,10.0
162,0.8150000000000006,0.5674231332503934,180.0,0.01259273442715848,0.7856706848792132,0,10.0
163,0.8200000000000006,0.5588259775726376,180.0,0.012975851158429088,0.785670681318909,0,10.0
164,0.8250000000000006,0.5504928484265221,180.0,0.013363607561026917,0.7856706779229049,0,10.0
165,0.8300000000000006,0.5413505072820916,180.0,0.013755960242476448,0.7856706746130765,0,10.0
166,0.8350000000000006,0.5325940979094826,180.0,0.014152866201002,0.78567067134693,0,10.0
167,0.8400000000000006,0.5230538990758078,180.0,0.014554282822012909,0.7856706681015535,0,10.0
168,0.8450000000000006,0.5137634816053985,180.0,0.01496016787462031,0.7856706648647278,0,10.0
169,0.8500000000000006,0.5050401313649642,180.0,0.015370479508185266,0.7856706616300984,0,10.0
170,0.8550000000000006,0.49849571159562595,180.0,0.015785176248897942,0.7856706583945099,0,10.0
171,0.8600000000000007,0.4916953290348617,180.0,0.01620424238821389,0.7856706551565548,0,10.0
172,0.8650000000000007,0.48612388687710956,180.0,0.016627677926133105,0.7856706519032127,0,10.0
173,0.8700000000000007,0.4799084091848966,180.0,0.017055482862655583,0.7856706486253542,0,10.0
174,0.8750000000000007,0.47452660659990925,180.0,0.01748765719778132,0.7856706453188897,0,10.0
175,0.8800000000000007,0.46845635317829354,180.0,0.017924200931510308,0.7856706419811591,0,10.0
176,0.8850000000000007,0.4629651381365103,180.0,0.01836511406384254,0.785670638610896,0,10.0
177,0.8900000000000007,0.45664629217400915,180.0,0.01881039659477801,0.7856706352073187,0,10.0
178,0.8950000000000007,0.4508400255605697,180.0,0.019260048524316717,0.7856706317700388,0,10.0
179,0.9000000000000007,0.44417824307984116,180.0,0.01971406985245865,0.7856706282988247,0,10.0
180,0.9050000000000007,0.4386894274711665,180.0,0.020172460579203803,0.785670624793558,0,10.0
181,0.9100000000000007,0.4326277169160877,180.0,0.02063522070455217,0.7856706212541696,0,10.0
182,0.9150000000000007,0.4269388299479576,180.0,0.021102350228503743,0.7856706176806235,0,10.0
183,0.9200000000000007,0.42156120139030784,180.0,0.021573849151058515,0.785670614072899,0,10.0
184,0.9250000000000007,0.41697150801608684,180.0,0.022049717472216485,0.7856706104309847,0,10.0
185,0.9300000000000007,0.412803479371056,180.0,0.02252995519197764,0.7856706067548744,0,10.0
186,0.9350000000000007,0.40899917311960743,180.0,0.023014562310341977,0.7856706030445645,0,10.0
187,0.9400000000000007,0.40512532199637574,180.0,0.023503538827309486,0.7856705993000528,0,10.0
188,0.9450000000000007,0.40188958887771004,180.0,0.023996884742880163,0.785670595521338,0,10.0
189,0.9500000000000007,0.3985544923572719,180.0,0.024494600057054002,0.7856705917084192,0,10.0
190,0.9550000000000007,0.3956751461150007,180.0,0.024996684769830992,0.785670587861296,0,10.0
191,0.9600000000000007,0.39215144610204317,180.0,0.025503138881211126,0.7856705839799677,0,10.0
192,0.9650000000000007,0.38906008576560586,180.0,0.0260139623911944,0.7856705800644339,0,10.0
193,0.9700000000000008,0.38590974566095504,180.0,0.026529155299780807,0.7856705761146945,0,10.0
194,0.9750000000000008,0.3830176142745323,180.0,0.027048717606970335,0.7856705721307488,0,10.0
195,0.9800000000000008,0.38000328859913474,180.0,0.02757264931276298,0.7856705681125966,0,10.0
196,0.9850000000000008,0.37704695217433504,180.0,0.028100950417158734,0.7856705640602375,0,10.0
197,0.9900000000000008,0.37464894477384136,180.0,0.02863362092015759,0.7856705599736714,0,10.0
198,0.9950000000000008,0.37205656159961237,180.0,0.029170660821759543,0.7856705558528977,0,10.0
199,1.0000000000000007,0.3698493748846923,180.0,0.02971207012196458,0.7856705516979161,0,10.0
200,1.0050000000000006,0.3672250899304914,180.0,0.030257848820772697,0.7856705475087263,0,10.0
201,1.0100000000000005,0.36495196697238247,180.0,0.030807996918183884,0.785670543285328,0,10.0
202,1.0150000000000003,0.36264560327726203,180.0,0.031362514414198135,0.7856705390277209,0,10.0
203,1.0200000000000002,0.3604236562920993,180.0,0.03192140130881544,0.7856705347359044,0,10.0
204,1.0250000000000001,0.3579770556657842,180.0,0.032484657602035796,0.7856705304098783,0,10.0
205,1.03,0.35610537241597734,180.0,0.03305228329385919,0.7856705260496424,0,10.0
206,1.035,0.3542307470303845,180.0,0.03362427838428562,0.785670521655196,0,10.0
207,1.0399999999999998,0.35300621244181807,180.0,0.03420064287331507,0.785670517226539,0,10.0
208,1.0449999999999997,0.351582886903438,180.0,0.03478137676094754,0.785670512763671,0,10.0
209,1.0499999999999996,0.35082431310307227,180.0,0.035366480047183006,0.7856705082665915,0,10.0
210,1.0549999999999995,0.3495661278639011,180.0,0.03595595273202148,0.7856705037353003,0,10.0
211,1.0599999999999994,0.34890641553308477,180.0,0.03654979481546294,0.7856704991697969,0,10.0
212,1.0649999999999993,0.3478090998923707,180.0,0.03714800629750738,0.785670494570081,0,10.0
213,1.0699999999999992,0.34700465293410754,180.0,0.03775058717815479,0.7856704899361522,0,10.0
214,1.074999999999999,0.3463227761291827,180.0,0.03835753745740517,0.78567048526801,0,10.0
215,1.079999999999999,0.345923162030275,180.0,0.03896885713525851,0.7856704805656541,0,10.0
216,1.0849999999999989,0.34549345175481116,180.0,0.03958454621171479,0.7856704758290842,0,10.0
217,1.0899999999999987,0.34516125556534943,180.0,0.04020460468677401,0.7856704710582999,0,10.0
218,1.0949999999999986,0.34454742552504347,180.0,0.040829032560436164,0.7856704662533007,0,10.0
219,1.0999999999999985,0.343991259978033,180.0,0.041457829832701236,0.7856704614140863,0,10.0
220,1.1049999999999984,0.34313580540331107,180.0,0.04209099650356922,0.7856704565406563,0,10.0
221,1.1099999999999983,0.3426158505235737,180.0,0.04272853257304011,0.7856704516330101,0,10.0
222,1.1149999999999982,0.3424465483281799,180.0,0.043370438041113894,0.7856704466911475,0,10.0
223,1.119999999999998,0.342826371790966,180.0,0.044016712907790564,0.7856704417150681,0,10.0
224,1.124999999999998,0.34321394466306887,180.0,0.04466735717307011,0.7856704367047713,0,10.0
225,1.129999999999998,0.34424574836019345,180.0,0.04532237083695252,0.7856704316602569,0,10.0
226,1.1349999999999978,0.3448194922957333,180.0,0.04598175389943779,0.7856704265815243,0,10.0
227,1.1399999999999977,0.34549056016483215,180.0,0.046645506360525904,0.7856704214685734,0,10.0
228,1.1449999999999976,0.3458107576361879,180.0,0.04731362822021686,0.7856704163214033,0,10.0
229,1.1499999999999975,0.34627532214041123,180.0,0.04798611947851065,0.785670411140014,0,10.0
230,1.1549999999999974,0.3463300314377588,180.0,0.04866298013540725,0.7856704059244048,0,10.0
231,1.1599999999999973,0.34634810092803103,180.0,0.049344210190906665,0.7856704006745754,0,10.0
232,1.1649999999999971,0.3460589884665559,180.0,0.05002980964500888,0.7856703953905253,0,10.0
233,1.169999999999997,0.3464669427521799,180.0,0.050719778497713884,0.7856703900722541,0,10.0
234,1.174999999999997,0.3463262439858107,180.0,0.05141411674902167,0.7856703847197615,0,10.0
235,1.1799999999999968,0.34675765147921483,180.0,0.05211282439893222,0.7856703793330468,0,10.0
236,1.1849999999999967,0.346726458066139,180.0,0.05281590144744554,0.7856703739121097,0,10.0
237,1.1899999999999966,0.34757657370265604,180.0,0.053523347894561604,0.7856703684569497,0,10.0
238,1.1949999999999965,0.347621004708086,180.0,0.05423516374028041,0.7856703629675664,0,10.0
239,1.1999999999999964,0.34858283151372016,180.0,0.054951348984601946,0.7856703574439594,0,10.0
240,1.2049999999999963,0.3484541026098085,180.0,0.0556719036275262,0.7856703518861281,0,10.0
241,1.2099999999999962,0.3492628184282397,180.0,0.056396827669053164,0.7856703462940721,0,10.0
242,1.214999999999996,0.3488369097670709,180.0,0.05712612110918283,0.785670340667791,0,10.0
243,1.219999999999996,0.3494968681523411,180.0,0.05785978394791519,0.7856703350072841,0,10.0
244,1.2249999999999959,0.34876912974382185,180.0,0.05859781618525022,0.7856703293125513,0,10.0
245,1.2299999999999958,0.3491321283682581,180.0,0.059340217821187924,0.7856703235835919,0,10.0
246,1.2349999999999957,0.34758429931920093,180.0,0.06008698885572829,0.7856703178204055,0,10.0
247,1.2399999999999956,0.34746194123957364,180.0,0.06083812928887129,0.7856703120229915,0,10.0
248,1.2449999999999954,0.3463784337765874,180.0,0.06159363912061694,0.7856703061913497,0,10.0
249,1.2499999999999953,0.34591593837823026,180.0,0.06235351835096521,0.7856703003254792,0,10.0
250,1.2549999999999952,0.3453843823087741,180.0,0.0631177669799161,0.78567029442538,0,10.0
251,1.2599999999999951,0.34523138890764066,180.0,0.06388638500746958,0.7856702884910511,0,10.0
252,1.264999999999995,0.34520042541613016,180.0,0.06465937243362567,0.7856702825224925,0,10.0
253,1.269999999999995,0.34672146319510033,180.0,0.06543672925838434,0.7856702765197034,0,10.0
254,1.2749999999999948,0.34768225045374473,180.0,0.06621845548174557,0.7856702704826833,0,10.0
255,1.2799999999999947,0.3495499422125008,180.0,0.06700455110370937,0.785670264411432,0,10.0
256,1.2849999999999946,0.35236996851448754,180.0,0.06779501612427571,0.7856702583059485,0,10.0
257,1.2899999999999945,0.3566203914067928,180.0,0.06858985054344459,0.7856702521662328,0,10.0
258,1.2949999999999944,0.361193495733193,180.0,0.069389054361216,0.7856702459922841,0,10.0
259,1.2999999999999943,0.36680347749452946,180.0,0.07019262757758991,0.7856702397841019,0,10.0
260,1.3049999999999942,0.3724700282170159,180.0,0.07100057019256634,0.7856702335416859,0,10.0
261,1.309999999999994,0.37891268617658286,180.0,0.07181288220614525,0.7856702272650353,0,10.0
262,1.314999999999994,0.38473725767155686,180.0,0.07262956361832665,0.7856702209541497,0,10.0
263,1.3199999999999938,0.3911859235058868,180.0,0.07345061442911051,0.7856702146090287,0,10.0
264,1.3249999999999937,0.39739904793936953,180.0,0.07427603463849683,0.7856702082296717,0,10.0
265,1.3299999999999936,0.4042973430856577,180.0,0.0751058242464856,0.785670201816078,0,10.0
266,1.3349999999999935,0.41063193700344636,180.0,0.0759399832530768,0.7856701953682473,0,10.0
267,1.3399999999999934,0.41753493553133375,180.0,0.07677851165827042,0.785670188886179,0,10.0
268,1.3449999999999933,0.4239800611880558,180.0,0.07762140946206644,0.7856701823698726,0,10.0
269,1.3499999999999932,0.43069562563113595,180.0,0.07846867666446487,0.7856701758193274,0,10.0
270,1.354999999999993,0.43640182288913937,180.0,0.07932031326546568,0.785670169234543,0,10.0
271,1.359999999999993,0.4426437280089093,180.0,0.08017631926506887,0.7856701626155188,0,10.0
272,1.3649999999999929,0.44801278507928555,180.0,0.08103669466327441,0.7856701559622543,0,10.0
273,1.3699999999999928,0.45385248948948753,180.0,0.08190143946008231,0.785670149274749,0,10.0
274,1.3749999999999927,0.4593746596770384,180.0,0.08277055365549255,0.7856701425530022,0,10.0
275,1.3799999999999926,0.46495525938521565,180.0,0.0836440372495051,0.7856701357970134,0,10.0
276,1.3849999999999925,0.4704711490781365,180.0,0.08452189024211997,0.7856701290067821,0,10.0
277,1.3899999999999924,0.4766550406461744,180.0,0.08540411263333712,0.7856701221823078,0,10.0
