handle_height_m,standoff_m,root_height_m,tcp_error_m,self_collision,self_collision_evidence,min_joint_limit_margin_rad,arm_j6_margin_rad,feasible,failure_reason
1.0,0.4,0.55,0.18393737077713013,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.1996326446533203,0.1996326446533203,False,tcp_error_not_below_tolerance
1.0,0.4,0.65,0.1728973388671875,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,-0.12360382080078125,-0.12360382080078125,False,tcp_error_not_below_tolerance;joint_limit_margin_not_above_threshold
1.0,0.4,0.75,0.06922430545091629,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.2256038784980774,0.49162447452545166,False,tcp_error_not_below_tolerance
1.0,0.45,0.55,0.18885581195354462,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.3620772361755371,0.40989792346954346,False,tcp_error_not_below_tolerance
1.0,0.45,0.65,0.15625549852848053,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.19363713264465332,0.4137723445892334,False,tcp_error_not_below_tolerance
1.0,0.45,0.75,0.11853046715259552,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.3101312518119812,0.6115795373916626,False,tcp_error_not_below_tolerance
1.0,0.5,0.55,0.1636631339788437,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.3804408311843872,0.38762474060058594,False,tcp_error_not_below_tolerance
1.0,0.5,0.65,0.08594625443220139,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.31801730394363403,0.40033769607543945,False,tcp_error_not_below_tolerance
1.0,0.5,0.75,0.10242689400911331,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.3649921417236328,0.634550929069519,False,tcp_error_not_below_tolerance
1.0,0.55,0.55,0.14956820011138916,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.375018835067749,0.375018835067749,False,tcp_error_not_below_tolerance
1.0,0.55,0.65,0.052186474204063416,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.38406479358673096,0.38406479358673096,False,tcp_error_not_below_tolerance
1.0,0.55,0.75,0.026598336175084114,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.3014342784881592,0.6949292421340942,True,
1.0,0.6,0.55,0.14906151592731476,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.38155829906463623,0.38155829906463623,False,tcp_error_not_below_tolerance
1.0,0.6,0.65,0.051059968769550323,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.39659714698791504,0.39659714698791504,False,tcp_error_not_below_tolerance
1.0,0.6,0.75,0.023486610502004623,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.38500547409057617,0.7077414989471436,True,
1.0,0.65,0.55,0.162211075425148,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.4050787687301636,0.4050787687301636,False,tcp_error_not_below_tolerance
1.0,0.65,0.65,0.0776447206735611,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.46129727363586426,0.4652208089828491,False,tcp_error_not_below_tolerance
1.0,0.65,0.75,0.059622786939144135,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.43312132358551025,0.6554654836654663,False,tcp_error_not_below_tolerance
1.0,0.7,0.55,0.18662765622138977,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.43406999111175537,0.43406999111175537,False,tcp_error_not_below_tolerance
1.0,0.7,0.65,0.11787044256925583,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.46573197841644287,0.5070676803588867,False,tcp_error_not_below_tolerance
1.0,0.7,0.75,0.10591402649879456,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.44516438245773315,0.630745530128479,False,tcp_error_not_below_tolerance
1.0,0.75,0.55,0.21906228363513947,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.46012043952941895,0.46012043952941895,False,tcp_error_not_below_tolerance
1.0,0.75,0.65,0.16307087242603302,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.46594005823135376,0.5291063785552979,False,tcp_error_not_below_tolerance
1.0,0.75,0.75,0.15433502197265625,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.4497745633125305,0.6186193227767944,False,tcp_error_not_below_tolerance
1.0,0.8,0.55,0.25679126381874084,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.46383821964263916,0.48086631298065186,False,tcp_error_not_below_tolerance
1.0,0.8,0.65,0.21031220257282257,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.4653647541999817,0.5419392585754395,False,tcp_error_not_below_tolerance
1.0,0.8,0.75,0.20347586274147034,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.4521210789680481,0.6115860939025879,False,tcp_error_not_below_tolerance
1.0,0.85,0.55,0.29794129729270935,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.46530967950820923,0.49684226512908936,False,tcp_error_not_below_tolerance
1.0,0.85,0.65,0.25853219628334045,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.4647098779678345,0.5501985549926758,False,tcp_error_not_below_tolerance
1.0,0.85,0.75,0.25294503569602966,False,threshold_n=1.0;max_robot_self_contact_n=0;source=none,0.4535253047943115,0.6070202589035034,False,tcp_error_not_below_tolerance
