workpoint,pose,direction,kind,parameter,force_N,status,grip_only_force_N
far90,pitch-8,closing_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
far90,pitch-8,closing_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
far90,pitch-8,closing_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
far90,pitch-8,handle_axis,ground_mu,0.3,47.15270624241575,OPTIMAL,
far90,pitch-8,handle_axis,ground_mu,1.0,103.7029042835495,OPTIMAL,
far90,pitch-8,handle_axis,arm_sim_cap_scale,0.1,,INFEASIBLE,
far90,pitch-8,handle_axis,arm_sim_cap_scale,0.2,33.83571137469403,OPTIMAL,
far90,pitch-8,handle_axis,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
far90,pitch-8,handle_axis,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
far90,pitch-8,handle_axis,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
far90,pitch-8,handle_axis,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
far90,pitch-8,handle_axis,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
far90,pitch-8,handle_axis,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
high120,neutral,press_down,ground_mu,0.3,147.9030761599683,OPTIMAL,
high120,neutral,press_down,ground_mu,1.0,147.90307615996824,OPTIMAL,
high120,neutral,press_down,arm_sim_cap_scale,0.1,35.53714157502811,OPTIMAL,
high120,neutral,press_down,arm_sim_cap_scale,0.2,57.51516355367665,OPTIMAL,
high120,neutral,press_down,pinch_mu_two45N,0.2,90.0,OPTIMAL,90.0
high120,neutral,press_down,pinch_mu_two45N,0.4,90.0,OPTIMAL,90.0
high120,neutral,press_down,pinch_mu_two45N,0.8,90.0,OPTIMAL,90.0
high120,neutral,press_down,pinch_mu_PD_q014,0.2,36.4,OPTIMAL,36.4
high120,neutral,press_down,pinch_mu_PD_q014,0.4,36.4,OPTIMAL,36.4
high120,neutral,press_down,pinch_mu_PD_q014,0.8,36.4,OPTIMAL,36.4
high120,neutral,opening_normal_tangent,ground_mu,0.3,105.92818314576928,OPTIMAL,
high120,neutral,opening_normal_tangent,ground_mu,1.0,105.92818314576928,OPTIMAL,
high120,neutral,opening_normal_tangent,arm_sim_cap_scale,0.1,38.97198348906391,OPTIMAL,
high120,neutral,opening_normal_tangent,arm_sim_cap_scale,0.2,63.07429086980314,OPTIMAL,
high120,neutral,opening_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
high120,neutral,opening_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
high120,neutral,opening_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
high120,neutral,opening_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
high120,neutral,opening_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
high120,neutral,opening_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
high120,neutral,closing_normal_tangent,ground_mu,0.3,87.68997292345342,OPTIMAL,
high120,neutral,closing_normal_tangent,ground_mu,1.0,87.68997292345344,OPTIMAL,
high120,neutral,closing_normal_tangent,arm_sim_cap_scale,0.1,9.232631272414558,OPTIMAL,
high120,neutral,closing_normal_tangent,arm_sim_cap_scale,0.2,33.33493865315379,OPTIMAL,
high120,neutral,closing_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
high120,neutral,closing_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
high120,neutral,closing_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
high120,neutral,closing_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
high120,neutral,closing_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
high120,neutral,closing_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
high120,neutral,handle_axis,ground_mu,0.3,53.592053099281415,OPTIMAL,
high120,neutral,handle_axis,ground_mu,1.0,75.60596471919669,OPTIMAL,
high120,neutral,handle_axis,arm_sim_cap_scale,0.1,21.978021978021975,OPTIMAL,
high120,neutral,handle_axis,arm_sim_cap_scale,0.2,43.95604395604395,OPTIMAL,
high120,neutral,handle_axis,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
high120,neutral,handle_axis,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
high120,neutral,handle_axis,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
high120,neutral,handle_axis,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
high120,neutral,handle_axis,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
high120,neutral,handle_axis,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
high120,roll+8,press_down,ground_mu,0.3,148.04767122232235,OPTIMAL,
high120,roll+8,press_down,ground_mu,1.0,148.04767122232232,OPTIMAL,
high120,roll+8,press_down,arm_sim_cap_scale,0.1,36.541103903829026,OPTIMAL,
high120,roll+8,press_down,arm_sim_cap_scale,0.2,59.34580865173145,OPTIMAL,
high120,roll+8,press_down,pinch_mu_two45N,0.2,90.0,OPTIMAL,90.0
high120,roll+8,press_down,pinch_mu_two45N,0.4,90.0,OPTIMAL,90.0
high120,roll+8,press_down,pinch_mu_two45N,0.8,90.0,OPTIMAL,90.0
high120,roll+8,press_down,pinch_mu_PD_q014,0.2,36.4,OPTIMAL,36.4
high120,roll+8,press_down,pinch_mu_PD_q014,0.4,36.4,OPTIMAL,36.4
high120,roll+8,press_down,pinch_mu_PD_q014,0.8,36.4,OPTIMAL,36.4
high120,roll+8,opening_normal_tangent,ground_mu,0.3,106.0317421294274,OPTIMAL,
high120,roll+8,opening_normal_tangent,ground_mu,1.0,106.0317421294274,OPTIMAL,
high120,roll+8,opening_normal_tangent,arm_sim_cap_scale,0.1,41.483561146178886,OPTIMAL,
high120,roll+8,opening_normal_tangent,arm_sim_cap_scale,0.2,67.37277254821964,OPTIMAL,
high120,roll+8,opening_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
high120,roll+8,opening_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
high120,roll+8,opening_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
high120,roll+8,opening_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
high120,roll+8,opening_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
high120,roll+8,opening_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
high120,roll+8,closing_normal_tangent,ground_mu,0.3,87.58641393982333,OPTIMAL,
high120,roll+8,closing_normal_tangent,ground_mu,1.0,87.58641393982333,OPTIMAL,
high120,roll+8,closing_normal_tangent,arm_sim_cap_scale,0.1,10.294861657902631,OPTIMAL,
high120,roll+8,closing_normal_tangent,arm_sim_cap_scale,0.2,36.184073059943394,OPTIMAL,
high120,roll+8,closing_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
high120,roll+8,closing_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
high120,roll+8,closing_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
high120,roll+8,closing_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
high120,roll+8,closing_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
high120,roll+8,closing_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
high120,roll+8,handle_axis,ground_mu,0.3,53.204761607532554,OPTIMAL,
high120,roll+8,handle_axis,ground_mu,1.0,74.19052035582138,OPTIMAL,
high120,roll+8,handle_axis,arm_sim_cap_scale,0.1,20.255937531550472,OPTIMAL,
high120,roll+8,handle_axis,arm_sim_cap_scale,0.2,42.44995011438327,OPTIMAL,
high120,roll+8,handle_axis,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
high120,roll+8,handle_axis,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
high120,roll+8,handle_axis,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
high120,roll+8,handle_axis,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
high120,roll+8,handle_axis,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
high120,roll+8,handle_axis,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
high120,roll-8,press_down,ground_mu,0.3,148.0588032156351,OPTIMAL,
high120,roll-8,press_down,ground_mu,1.0,148.05880321563518,OPTIMAL,
high120,roll-8,press_down,arm_sim_cap_scale,0.1,36.559202589385755,OPTIMAL,
high120,roll-8,press_down,arm_sim_cap_scale,0.2,59.36399955084624,OPTIMAL,
high120,roll-8,press_down,pinch_mu_two45N,0.2,90.0,OPTIMAL,90.0
high120,roll-8,press_down,pinch_mu_two45N,0.4,90.0,OPTIMAL,90.0
high120,roll-8,press_down,pinch_mu_two45N,0.8,90.0,OPTIMAL,90.0
high120,roll-8,press_down,pinch_mu_PD_q014,0.2,36.4,OPTIMAL,36.4
high120,roll-8,press_down,pinch_mu_PD_q014,0.4,36.4,OPTIMAL,36.4
high120,roll-8,press_down,pinch_mu_PD_q014,0.8,36.4,OPTIMAL,36.4
high120,roll-8,opening_normal_tangent,ground_mu,0.3,106.03971486303794,OPTIMAL,
high120,roll-8,opening_normal_tangent,ground_mu,1.0,106.03971486303794,OPTIMAL,
high120,roll-8,opening_normal_tangent,arm_sim_cap_scale,0.1,41.504183615405445,OPTIMAL,
high120,roll-8,opening_normal_tangent,arm_sim_cap_scale,0.2,67.3935469866758,OPTIMAL,
high120,roll-8,opening_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
high120,roll-8,opening_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
high120,roll-8,opening_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
high120,roll-8,opening_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
high120,roll-8,opening_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
high120,roll-8,opening_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
high120,roll-8,closing_normal_tangent,ground_mu,0.3,87.57844120618482,OPTIMAL,
high120,roll-8,closing_normal_tangent,ground_mu,1.0,87.57844120618482,OPTIMAL,
high120,roll-8,closing_normal_tangent,arm_sim_cap_scale,0.1,10.274543127135278,OPTIMAL,
high120,roll-8,closing_normal_tangent,arm_sim_cap_scale,0.2,36.16390649840564,OPTIMAL,
high120,roll-8,closing_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
high120,roll-8,closing_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
high120,roll-8,closing_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
high120,roll-8,closing_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
high120,roll-8,closing_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
high120,roll-8,closing_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
high120,roll-8,handle_axis,ground_mu,0.3,54.04347624683785,OPTIMAL,
high120,roll-8,handle_axis,ground_mu,1.0,77.02355367708422,OPTIMAL,
high120,roll-8,handle_axis,arm_sim_cap_scale,0.1,20.347586826203564,OPTIMAL,
high120,roll-8,handle_axis,arm_sim_cap_scale,0.2,46.329058438901995,OPTIMAL,
high120,roll-8,handle_axis,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
high120,roll-8,handle_axis,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
high120,roll-8,handle_axis,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
high120,roll-8,handle_axis,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
high120,roll-8,handle_axis,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
high120,roll-8,handle_axis,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
high120,pitch+8,press_down,ground_mu,0.3,149.53658387742055,OPTIMAL,
high120,pitch+8,press_down,ground_mu,1.0,149.53658387742055,OPTIMAL,
high120,pitch+8,press_down,arm_sim_cap_scale,0.1,36.60033808170997,OPTIMAL,
high120,pitch+8,press_down,arm_sim_cap_scale,0.2,60.479547568863275,OPTIMAL,
high120,pitch+8,press_down,pinch_mu_two45N,0.2,90.0,OPTIMAL,90.0
high120,pitch+8,press_down,pinch_mu_two45N,0.4,90.0,OPTIMAL,90.0
high120,pitch+8,press_down,pinch_mu_two45N,0.8,90.0,OPTIMAL,90.0
high120,pitch+8,press_down,pinch_mu_PD_q014,0.2,36.4,OPTIMAL,36.4
high120,pitch+8,press_down,pinch_mu_PD_q014,0.4,36.4,OPTIMAL,36.4
high120,pitch+8,press_down,pinch_mu_PD_q014,0.8,36.4,OPTIMAL,36.4
high120,pitch+8,opening_normal_tangent,ground_mu,0.3,107.09810137301037,OPTIMAL,
high120,pitch+8,opening_normal_tangent,ground_mu,1.0,107.09810137301037,OPTIMAL,
high120,pitch+8,opening_normal_tangent,arm_sim_cap_scale,0.1,35.01698300314228,OPTIMAL,
high120,pitch+8,opening_normal_tangent,arm_sim_cap_scale,0.2,57.86316193387676,OPTIMAL,
high120,pitch+8,opening_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
high120,pitch+8,opening_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
high120,pitch+8,opening_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
high120,pitch+8,opening_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
high120,pitch+8,opening_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
high120,pitch+8,opening_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
high120,pitch+8,closing_normal_tangent,ground_mu,0.3,86.5200546961994,OPTIMAL,
high120,pitch+8,closing_normal_tangent,ground_mu,1.0,86.5200546961994,OPTIMAL,
high120,pitch+8,closing_normal_tangent,arm_sim_cap_scale,0.1,10.675374858326668,OPTIMAL,
high120,pitch+8,closing_normal_tangent,arm_sim_cap_scale,0.2,33.521553789061144,OPTIMAL,
high120,pitch+8,closing_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
high120,pitch+8,closing_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
high120,pitch+8,closing_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
high120,pitch+8,closing_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
high120,pitch+8,closing_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
high120,pitch+8,closing_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
high120,pitch+8,handle_axis,ground_mu,0.3,53.93743463758881,OPTIMAL,
high120,pitch+8,handle_axis,ground_mu,1.0,75.60596888937604,OPTIMAL,
high120,pitch+8,handle_axis,arm_sim_cap_scale,0.1,28.265377096049217,OPTIMAL,
high120,pitch+8,handle_axis,arm_sim_cap_scale,0.2,56.531419595373755,OPTIMAL,
high120,pitch+8,handle_axis,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
high120,pitch+8,handle_axis,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
high120,pitch+8,handle_axis,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
high120,pitch+8,handle_axis,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
high120,pitch+8,handle_axis,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
high120,pitch+8,handle_axis,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
high120,pitch-8,press_down,ground_mu,0.3,146.6959945415664,OPTIMAL,
high120,pitch-8,press_down,ground_mu,1.0,146.69599454156636,OPTIMAL,
high120,pitch-8,press_down,arm_sim_cap_scale,0.1,34.77580440606472,OPTIMAL,
high120,pitch-8,press_down,arm_sim_cap_scale,0.2,55.01675559983533,OPTIMAL,
high120,pitch-8,press_down,pinch_mu_two45N,0.2,90.0,OPTIMAL,90.0
high120,pitch-8,press_down,pinch_mu_two45N,0.4,90.0,OPTIMAL,90.0
high120,pitch-8,press_down,pinch_mu_two45N,0.8,90.0,OPTIMAL,90.0
high120,pitch-8,press_down,pinch_mu_PD_q014,0.2,36.4,OPTIMAL,36.4
high120,pitch-8,press_down,pinch_mu_PD_q014,0.4,36.4,OPTIMAL,36.4
high120,pitch-8,press_down,pinch_mu_PD_q014,0.8,36.4,OPTIMAL,36.4
high120,pitch-8,opening_normal_tangent,ground_mu,0.3,105.06367129067002,OPTIMAL,
high120,pitch-8,opening_normal_tangent,ground_mu,1.0,105.06367129067002,OPTIMAL,
high120,pitch-8,opening_normal_tangent,arm_sim_cap_scale,0.1,43.23876830133848,OPTIMAL,
high120,pitch-8,opening_normal_tangent,arm_sim_cap_scale,0.2,68.40551322107693,OPTIMAL,
high120,pitch-8,opening_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
high120,pitch-8,opening_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
high120,pitch-8,opening_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
high120,pitch-8,opening_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
high120,pitch-8,opening_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
high120,pitch-8,opening_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
high120,pitch-8,closing_normal_tangent,ground_mu,0.3,88.55448477858039,OPTIMAL,
high120,pitch-8,closing_normal_tangent,ground_mu,1.0,88.55448477858039,OPTIMAL,
high120,pitch-8,closing_normal_tangent,arm_sim_cap_scale,0.1,7.094721538138426,OPTIMAL,
high120,pitch-8,closing_normal_tangent,arm_sim_cap_scale,0.2,32.26146645787688,OPTIMAL,
high120,pitch-8,closing_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
high120,pitch-8,closing_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
high120,pitch-8,closing_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
high120,pitch-8,closing_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
high120,pitch-8,closing_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
high120,pitch-8,closing_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
high120,pitch-8,handle_axis,ground_mu,0.3,53.33683337589017,OPTIMAL,
high120,pitch-8,handle_axis,ground_mu,1.0,75.60596229794554,OPTIMAL,
high120,pitch-8,handle_axis,arm_sim_cap_scale,0.1,18.364544499332453,OPTIMAL,
high120,pitch-8,handle_axis,arm_sim_cap_scale,0.2,36.72865871543241,OPTIMAL,
high120,pitch-8,handle_axis,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
high120,pitch-8,handle_axis,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
high120,pitch-8,handle_axis,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
high120,pitch-8,handle_axis,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
high120,pitch-8,handle_axis,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
high120,pitch-8,handle_axis,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
left105,neutral,press_down,ground_mu,0.3,155.28317988646108,OPTIMAL,
left105,neutral,press_down,ground_mu,1.0,155.28317988646108,OPTIMAL,
left105,neutral,press_down,arm_sim_cap_scale,0.1,36.454978811803215,OPTIMAL,
left105,neutral,press_down,arm_sim_cap_scale,0.2,60.58321623703553,OPTIMAL,
left105,neutral,press_down,pinch_mu_two45N,0.2,90.0,OPTIMAL,90.0
left105,neutral,press_down,pinch_mu_two45N,0.4,90.0,OPTIMAL,90.0
left105,neutral,press_down,pinch_mu_two45N,0.8,90.0,OPTIMAL,90.0
left105,neutral,press_down,pinch_mu_PD_q014,0.2,36.4,OPTIMAL,36.4
left105,neutral,press_down,pinch_mu_PD_q014,0.4,36.4,OPTIMAL,36.4
left105,neutral,press_down,pinch_mu_PD_q014,0.8,36.4,OPTIMAL,36.4
left105,neutral,opening_normal_tangent,ground_mu,0.3,102.81639837918175,OPTIMAL,
left105,neutral,opening_normal_tangent,ground_mu,1.0,119.70706393071177,OPTIMAL,
left105,neutral,opening_normal_tangent,arm_sim_cap_scale,0.1,64.3836481518128,OPTIMAL,
left105,neutral,opening_normal_tangent,arm_sim_cap_scale,0.2,106.99686586699048,OPTIMAL,
left105,neutral,opening_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
left105,neutral,opening_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
left105,neutral,opening_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
left105,neutral,opening_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
left105,neutral,opening_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
left105,neutral,opening_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
left105,neutral,closing_normal_tangent,ground_mu,0.3,93.86062596323933,OPTIMAL,
left105,neutral,closing_normal_tangent,ground_mu,1.0,101.57082871980197,OPTIMAL,
left105,neutral,closing_normal_tangent,arm_sim_cap_scale,0.1,20.84278727854253,OPTIMAL,
left105,neutral,closing_normal_tangent,arm_sim_cap_scale,0.2,63.45600499372019,OPTIMAL,
left105,neutral,closing_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
left105,neutral,closing_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
left105,neutral,closing_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
left105,neutral,closing_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
left105,neutral,closing_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
left105,neutral,closing_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
left105,neutral,handle_axis,ground_mu,0.3,58.32849149369937,OPTIMAL,
left105,neutral,handle_axis,ground_mu,1.0,88.50528202216645,OPTIMAL,
left105,neutral,handle_axis,arm_sim_cap_scale,0.1,24.691358024704975,OPTIMAL,
left105,neutral,handle_axis,arm_sim_cap_scale,0.2,49.38271604940995,OPTIMAL,
left105,neutral,handle_axis,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
left105,neutral,handle_axis,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
left105,neutral,handle_axis,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
left105,neutral,handle_axis,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
left105,neutral,handle_axis,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
left105,neutral,handle_axis,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
left105,roll+8,press_down,ground_mu,0.3,154.97012678849714,OPTIMAL,
left105,roll+8,press_down,ground_mu,1.0,154.97012678849714,OPTIMAL,
left105,roll+8,press_down,arm_sim_cap_scale,0.1,35.84178023232292,OPTIMAL,
left105,roll+8,press_down,arm_sim_cap_scale,0.2,59.71500348862272,OPTIMAL,
left105,roll+8,press_down,pinch_mu_two45N,0.2,90.0,OPTIMAL,90.0
left105,roll+8,press_down,pinch_mu_two45N,0.4,90.0,OPTIMAL,90.0
left105,roll+8,press_down,pinch_mu_two45N,0.8,90.0,OPTIMAL,90.0
left105,roll+8,press_down,pinch_mu_PD_q014,0.2,36.4,OPTIMAL,36.4
left105,roll+8,press_down,pinch_mu_PD_q014,0.4,36.4,OPTIMAL,36.4
left105,roll+8,press_down,pinch_mu_PD_q014,0.8,36.4,OPTIMAL,36.4
left105,roll+8,opening_normal_tangent,ground_mu,0.3,103.5920075571096,OPTIMAL,
left105,roll+8,opening_normal_tangent,ground_mu,1.0,119.46573278826415,OPTIMAL,
left105,roll+8,opening_normal_tangent,arm_sim_cap_scale,0.1,54.072933536964314,OPTIMAL,
left105,roll+8,opening_normal_tangent,arm_sim_cap_scale,0.2,90.92327883170145,OPTIMAL,
left105,roll+8,opening_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
left105,roll+8,opening_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
left105,roll+8,opening_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
left105,roll+8,opening_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
left105,roll+8,opening_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
left105,roll+8,opening_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
left105,roll+8,closing_normal_tangent,ground_mu,0.3,94.87457642465316,OPTIMAL,
left105,roll+8,closing_normal_tangent,ground_mu,1.0,101.81215986227167,OPTIMAL,
left105,roll+8,closing_normal_tangent,arm_sim_cap_scale,0.1,19.627757052509946,OPTIMAL,
left105,roll+8,closing_normal_tangent,arm_sim_cap_scale,0.2,56.47810234724708,OPTIMAL,
left105,roll+8,closing_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
left105,roll+8,closing_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
left105,roll+8,closing_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
left105,roll+8,closing_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
left105,roll+8,closing_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
left105,roll+8,closing_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
left105,roll+8,handle_axis,ground_mu,0.3,58.45839465305802,OPTIMAL,
left105,roll+8,handle_axis,ground_mu,1.0,90.31729069334172,OPTIMAL,
left105,roll+8,handle_axis,arm_sim_cap_scale,0.1,26.487054112483197,OPTIMAL,
left105,roll+8,handle_axis,arm_sim_cap_scale,0.2,51.42106824874592,OPTIMAL,
left105,roll+8,handle_axis,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
left105,roll+8,handle_axis,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
left105,roll+8,handle_axis,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
left105,roll+8,handle_axis,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
left105,roll+8,handle_axis,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
left105,roll+8,handle_axis,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
left105,roll-8,press_down,ground_mu,0.3,155.7438535619687,OPTIMAL,
left105,roll-8,press_down,ground_mu,1.0,155.7438535619687,OPTIMAL,
left105,roll-8,press_down,arm_sim_cap_scale,0.1,37.804719705344446,OPTIMAL,
left105,roll-8,press_down,arm_sim_cap_scale,0.2,62.30441643255157,OPTIMAL,
left105,roll-8,press_down,pinch_mu_two45N,0.2,90.0,OPTIMAL,90.0
left105,roll-8,press_down,pinch_mu_two45N,0.4,90.0,OPTIMAL,90.0
