workpoint,pose,direction,kind,parameter,force_N,status,grip_only_force_N
mid105,roll-8,opening_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
mid105,roll-8,opening_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
mid105,roll-8,opening_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
mid105,roll-8,opening_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
mid105,roll-8,opening_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
mid105,roll-8,opening_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
mid105,roll-8,closing_normal_tangent,ground_mu,0.3,94.76363945537526,OPTIMAL,
mid105,roll-8,closing_normal_tangent,ground_mu,1.0,101.81751989861519,OPTIMAL,
mid105,roll-8,closing_normal_tangent,arm_sim_cap_scale,0.1,19.637431215488558,OPTIMAL,
mid105,roll-8,closing_normal_tangent,arm_sim_cap_scale,0.2,56.48766063266294,OPTIMAL,
mid105,roll-8,closing_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
mid105,roll-8,closing_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
mid105,roll-8,closing_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
mid105,roll-8,closing_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
mid105,roll-8,closing_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
mid105,roll-8,closing_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
mid105,roll-8,handle_axis,ground_mu,0.3,58.45778803293308,OPTIMAL,
mid105,roll-8,handle_axis,ground_mu,1.0,90.0872734331452,OPTIMAL,
mid105,roll-8,handle_axis,arm_sim_cap_scale,0.1,26.485104552600017,OPTIMAL,
mid105,roll-8,handle_axis,arm_sim_cap_scale,0.2,51.41911868886236,OPTIMAL,
mid105,roll-8,handle_axis,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
mid105,roll-8,handle_axis,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
mid105,roll-8,handle_axis,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
mid105,roll-8,handle_axis,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
mid105,roll-8,handle_axis,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
mid105,roll-8,handle_axis,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
mid105,pitch+8,press_down,ground_mu,0.3,157.16079622792753,OPTIMAL,
mid105,pitch+8,press_down,ground_mu,1.0,157.16079622792753,OPTIMAL,
mid105,pitch+8,press_down,arm_sim_cap_scale,0.1,38.391831125676205,OPTIMAL,
mid105,pitch+8,press_down,arm_sim_cap_scale,0.2,64.12864247087913,OPTIMAL,
mid105,pitch+8,press_down,pinch_mu_two45N,0.2,90.0,OPTIMAL,90.0
mid105,pitch+8,press_down,pinch_mu_two45N,0.4,90.0,OPTIMAL,90.0
mid105,pitch+8,press_down,pinch_mu_two45N,0.8,90.0,OPTIMAL,90.0
mid105,pitch+8,press_down,pinch_mu_PD_q014,0.2,36.4,OPTIMAL,36.4
mid105,pitch+8,press_down,pinch_mu_PD_q014,0.4,36.4,OPTIMAL,36.4
mid105,pitch+8,press_down,pinch_mu_PD_q014,0.8,36.4,OPTIMAL,36.4
mid105,pitch+8,opening_normal_tangent,ground_mu,0.3,103.21835736429259,OPTIMAL,
mid105,pitch+8,opening_normal_tangent,ground_mu,1.0,121.15450942736759,OPTIMAL,
mid105,pitch+8,opening_normal_tangent,arm_sim_cap_scale,0.1,65.61831293777237,OPTIMAL,
mid105,pitch+8,opening_normal_tangent,arm_sim_cap_scale,0.2,112.16576510521669,OPTIMAL,
mid105,pitch+8,opening_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
mid105,pitch+8,opening_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
mid105,pitch+8,opening_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
mid105,pitch+8,opening_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
mid105,pitch+8,opening_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
mid105,pitch+8,opening_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
mid105,pitch+8,closing_normal_tangent,ground_mu,0.3,92.83307189884461,OPTIMAL,
mid105,pitch+8,closing_normal_tangent,ground_mu,1.0,100.12338322315539,OPTIMAL,
mid105,pitch+8,closing_normal_tangent,arm_sim_cap_scale,0.1,27.476591397116266,OPTIMAL,
mid105,pitch+8,closing_normal_tangent,arm_sim_cap_scale,0.2,74.02404356456059,OPTIMAL,
mid105,pitch+8,closing_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
mid105,pitch+8,closing_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
mid105,pitch+8,closing_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
mid105,pitch+8,closing_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
mid105,pitch+8,closing_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
mid105,pitch+8,closing_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
mid105,pitch+8,handle_axis,ground_mu,0.3,58.5565257531716,OPTIMAL,
mid105,pitch+8,handle_axis,ground_mu,1.0,87.87183920086557,OPTIMAL,
mid105,pitch+8,handle_axis,arm_sim_cap_scale,0.1,30.096450318545806,OPTIMAL,
mid105,pitch+8,handle_axis,arm_sim_cap_scale,0.2,60.852057905757626,OPTIMAL,
mid105,pitch+8,handle_axis,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
mid105,pitch+8,handle_axis,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
mid105,pitch+8,handle_axis,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
mid105,pitch+8,handle_axis,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
mid105,pitch+8,handle_axis,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
mid105,pitch+8,handle_axis,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
mid105,pitch-8,press_down,ground_mu,0.3,153.89649837582166,OPTIMAL,
mid105,pitch-8,press_down,ground_mu,1.0,153.89649837582166,OPTIMAL,
mid105,pitch-8,press_down,arm_sim_cap_scale,0.1,35.26600713309106,OPTIMAL,
mid105,pitch-8,press_down,arm_sim_cap_scale,0.2,57.175413357260936,OPTIMAL,
mid105,pitch-8,press_down,pinch_mu_two45N,0.2,90.0,OPTIMAL,90.0
mid105,pitch-8,press_down,pinch_mu_two45N,0.4,90.0,OPTIMAL,90.0
mid105,pitch-8,press_down,pinch_mu_two45N,0.8,90.0,OPTIMAL,90.0
mid105,pitch-8,press_down,pinch_mu_PD_q014,0.2,36.4,OPTIMAL,36.4
mid105,pitch-8,press_down,pinch_mu_PD_q014,0.4,36.4,OPTIMAL,36.4
mid105,pitch-8,press_down,pinch_mu_PD_q014,0.8,36.4,OPTIMAL,36.4
mid105,pitch-8,opening_normal_tangent,ground_mu,0.3,102.30993114881409,OPTIMAL,
mid105,pitch-8,opening_normal_tangent,ground_mu,1.0,118.63807775745254,OPTIMAL,
mid105,pitch-8,opening_normal_tangent,arm_sim_cap_scale,0.1,68.24316858228757,OPTIMAL,
mid105,pitch-8,opening_normal_tangent,arm_sim_cap_scale,0.2,110.64000973448279,OPTIMAL,
mid105,pitch-8,opening_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
mid105,pitch-8,opening_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
mid105,pitch-8,opening_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
mid105,pitch-8,opening_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
mid105,pitch-8,opening_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
mid105,pitch-8,opening_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
mid105,pitch-8,closing_normal_tangent,ground_mu,0.3,94.40990120340743,OPTIMAL,
mid105,pitch-8,closing_normal_tangent,ground_mu,1.0,102.63981489312421,OPTIMAL,
mid105,pitch-8,closing_normal_tangent,arm_sim_cap_scale,0.1,16.550513722102885,OPTIMAL,
mid105,pitch-8,closing_normal_tangent,arm_sim_cap_scale,0.2,58.94735487429811,OPTIMAL,
mid105,pitch-8,closing_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
mid105,pitch-8,closing_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
mid105,pitch-8,closing_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
mid105,pitch-8,closing_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
mid105,pitch-8,closing_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
mid105,pitch-8,closing_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
mid105,pitch-8,handle_axis,ground_mu,0.3,58.04116894598748,OPTIMAL,
mid105,pitch-8,handle_axis,ground_mu,1.0,88.54862703503578,OPTIMAL,
mid105,pitch-8,handle_axis,arm_sim_cap_scale,0.1,21.750925345182065,OPTIMAL,
mid105,pitch-8,handle_axis,arm_sim_cap_scale,0.2,42.841256801044445,OPTIMAL,
mid105,pitch-8,handle_axis,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
mid105,pitch-8,handle_axis,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
mid105,pitch-8,handle_axis,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
mid105,pitch-8,handle_axis,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
mid105,pitch-8,handle_axis,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
mid105,pitch-8,handle_axis,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
far90,neutral,press_down,ground_mu,0.3,135.30248899281113,OPTIMAL,
far90,neutral,press_down,ground_mu,1.0,135.30248899281113,OPTIMAL,
far90,neutral,press_down,arm_sim_cap_scale,0.1,33.978202836550615,OPTIMAL,
far90,neutral,press_down,arm_sim_cap_scale,0.2,51.66670080845913,OPTIMAL,
far90,neutral,press_down,pinch_mu_two45N,0.2,90.0,OPTIMAL,90.0
far90,neutral,press_down,pinch_mu_two45N,0.4,90.0,OPTIMAL,90.0
far90,neutral,press_down,pinch_mu_two45N,0.8,90.0,OPTIMAL,90.0
far90,neutral,press_down,pinch_mu_PD_q014,0.2,36.4,OPTIMAL,36.4
far90,neutral,press_down,pinch_mu_PD_q014,0.4,36.4,OPTIMAL,36.4
far90,neutral,press_down,pinch_mu_PD_q014,0.8,36.4,OPTIMAL,36.4
far90,neutral,opening_normal_tangent,ground_mu,0.3,107.86952421314203,OPTIMAL,
far90,neutral,opening_normal_tangent,ground_mu,1.0,144.2384667102919,OPTIMAL,
far90,neutral,opening_normal_tangent,arm_sim_cap_scale,0.1,49.63726846260441,OPTIMAL,
far90,neutral,opening_normal_tangent,arm_sim_cap_scale,0.2,143.08751159685582,OPTIMAL,
far90,neutral,opening_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
far90,neutral,opening_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
far90,neutral,opening_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
far90,neutral,opening_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
far90,neutral,opening_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
far90,neutral,opening_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
far90,neutral,closing_normal_tangent,ground_mu,0.3,99.04477531659488,OPTIMAL,
far90,neutral,closing_normal_tangent,ground_mu,1.0,113.91907471533837,OPTIMAL,
far90,neutral,closing_normal_tangent,arm_sim_cap_scale,0.1,7.219061709261693,OPTIMAL,
far90,neutral,closing_normal_tangent,arm_sim_cap_scale,0.2,98.50801483607732,OPTIMAL,
far90,neutral,closing_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
far90,neutral,closing_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
far90,neutral,closing_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
far90,neutral,closing_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
far90,neutral,closing_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
far90,neutral,closing_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
far90,neutral,handle_axis,ground_mu,0.3,47.24585545641649,OPTIMAL,
far90,neutral,handle_axis,ground_mu,1.0,103.5770157273841,OPTIMAL,
far90,neutral,handle_axis,arm_sim_cap_scale,0.1,18.018018018018022,OPTIMAL,
far90,neutral,handle_axis,arm_sim_cap_scale,0.2,36.036036036036045,OPTIMAL,
far90,neutral,handle_axis,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
far90,neutral,handle_axis,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
far90,neutral,handle_axis,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
far90,neutral,handle_axis,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
far90,neutral,handle_axis,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
far90,neutral,handle_axis,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
far90,roll+8,press_down,ground_mu,0.3,135.45426189701743,OPTIMAL,
far90,roll+8,press_down,ground_mu,1.0,135.45426189701743,OPTIMAL,
far90,roll+8,press_down,arm_sim_cap_scale,0.1,34.267801445259295,OPTIMAL,
far90,roll+8,press_down,arm_sim_cap_scale,0.2,51.949959880887846,OPTIMAL,
far90,roll+8,press_down,pinch_mu_two45N,0.2,90.0,OPTIMAL,90.0
far90,roll+8,press_down,pinch_mu_two45N,0.4,90.0,OPTIMAL,90.0
far90,roll+8,press_down,pinch_mu_two45N,0.8,90.0,OPTIMAL,90.0
far90,roll+8,press_down,pinch_mu_PD_q014,0.2,36.4,OPTIMAL,36.4
far90,roll+8,press_down,pinch_mu_PD_q014,0.4,36.4,OPTIMAL,36.4
far90,roll+8,press_down,pinch_mu_PD_q014,0.8,36.4,OPTIMAL,36.4
far90,roll+8,opening_normal_tangent,ground_mu,0.3,107.06105337088172,OPTIMAL,
far90,roll+8,opening_normal_tangent,ground_mu,1.0,144.40026337163832,OPTIMAL,
far90,roll+8,opening_normal_tangent,arm_sim_cap_scale,0.1,50.57939361193256,OPTIMAL,
far90,roll+8,opening_normal_tangent,arm_sim_cap_scale,0.2,123.22933440377031,OPTIMAL,
far90,roll+8,opening_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
far90,roll+8,opening_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
far90,roll+8,opening_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
far90,roll+8,opening_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
far90,roll+8,opening_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
far90,roll+8,opening_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
far90,roll+8,closing_normal_tangent,ground_mu,0.3,98.17702387283784,OPTIMAL,
far90,roll+8,closing_normal_tangent,ground_mu,1.0,113.75727805399215,OPTIMAL,
far90,roll+8,closing_normal_tangent,arm_sim_cap_scale,0.1,7.2132375441728245,OPTIMAL,
far90,roll+8,closing_normal_tangent,arm_sim_cap_scale,0.2,108.70893350415012,OPTIMAL,
far90,roll+8,closing_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
far90,roll+8,closing_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
far90,roll+8,closing_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
far90,roll+8,closing_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
far90,roll+8,closing_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
far90,roll+8,closing_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
far90,roll+8,handle_axis,ground_mu,0.3,47.25843888449672,OPTIMAL,
far90,roll+8,handle_axis,ground_mu,1.0,101.8332848544419,OPTIMAL,
far90,roll+8,handle_axis,arm_sim_cap_scale,0.1,15.916898808084396,OPTIMAL,
far90,roll+8,handle_axis,arm_sim_cap_scale,0.2,34.111990204816244,OPTIMAL,
far90,roll+8,handle_axis,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
far90,roll+8,handle_axis,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
far90,roll+8,handle_axis,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
far90,roll+8,handle_axis,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
far90,roll+8,handle_axis,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
far90,roll+8,handle_axis,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
far90,roll-8,press_down,ground_mu,0.3,135.22503439870562,OPTIMAL,
far90,roll-8,press_down,ground_mu,1.0,135.22503439870562,OPTIMAL,
far90,roll-8,press_down,arm_sim_cap_scale,0.1,34.01625783701839,OPTIMAL,
far90,roll-8,press_down,arm_sim_cap_scale,0.2,52.01460443406809,OPTIMAL,
far90,roll-8,press_down,pinch_mu_two45N,0.2,90.0,OPTIMAL,90.0
far90,roll-8,press_down,pinch_mu_two45N,0.4,90.0,OPTIMAL,90.0
far90,roll-8,press_down,pinch_mu_two45N,0.8,90.0,OPTIMAL,90.0
far90,roll-8,press_down,pinch_mu_PD_q014,0.2,36.4,OPTIMAL,36.4
far90,roll-8,press_down,pinch_mu_PD_q014,0.4,36.4,OPTIMAL,36.4
far90,roll-8,press_down,pinch_mu_PD_q014,0.8,36.4,OPTIMAL,36.4
far90,roll-8,opening_normal_tangent,ground_mu,0.3,108.70951277657666,OPTIMAL,
far90,roll-8,opening_normal_tangent,ground_mu,1.0,144.15589667017335,OPTIMAL,
far90,roll-8,opening_normal_tangent,arm_sim_cap_scale,0.1,49.53136484849013,OPTIMAL,
far90,roll-8,opening_normal_tangent,arm_sim_cap_scale,0.2,142.2198218140731,OPTIMAL,
far90,roll-8,opening_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
far90,roll-8,opening_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
far90,roll-8,opening_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
far90,roll-8,opening_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
far90,roll-8,opening_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
far90,roll-8,opening_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
far90,roll-8,closing_normal_tangent,ground_mu,0.3,99.90740439860474,OPTIMAL,
far90,roll-8,closing_normal_tangent,ground_mu,1.0,114.00164475457629,OPTIMAL,
far90,roll-8,closing_normal_tangent,arm_sim_cap_scale,0.1,8.732927702467624,OPTIMAL,
far90,roll-8,closing_normal_tangent,arm_sim_cap_scale,0.2,88.09843641952881,OPTIMAL,
far90,roll-8,closing_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
far90,roll-8,closing_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
far90,roll-8,closing_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
far90,roll-8,closing_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
far90,roll-8,closing_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
far90,roll-8,closing_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
far90,roll-8,handle_axis,ground_mu,0.3,47.23943372833884,OPTIMAL,
far90,roll-8,handle_axis,ground_mu,1.0,105.38872483846346,OPTIMAL,
far90,roll-8,handle_axis,arm_sim_cap_scale,0.1,19.577168460255944,OPTIMAL,
far90,roll-8,handle_axis,arm_sim_cap_scale,0.2,38.612685737576456,OPTIMAL,
far90,roll-8,handle_axis,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
far90,roll-8,handle_axis,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
far90,roll-8,handle_axis,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
far90,roll-8,handle_axis,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
far90,roll-8,handle_axis,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
far90,roll-8,handle_axis,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
far90,pitch+8,press_down,ground_mu,0.3,136.67939575927736,OPTIMAL,
far90,pitch+8,press_down,ground_mu,1.0,136.67939575927736,OPTIMAL,
far90,pitch+8,press_down,arm_sim_cap_scale,0.1,34.591120666386786,OPTIMAL,
far90,pitch+8,press_down,arm_sim_cap_scale,0.2,53.548588117433894,OPTIMAL,
far90,pitch+8,press_down,pinch_mu_two45N,0.2,90.0,OPTIMAL,90.0
far90,pitch+8,press_down,pinch_mu_two45N,0.4,90.0,OPTIMAL,90.0
far90,pitch+8,press_down,pinch_mu_two45N,0.8,90.0,OPTIMAL,90.0
far90,pitch+8,press_down,pinch_mu_PD_q014,0.2,36.4,OPTIMAL,36.4
far90,pitch+8,press_down,pinch_mu_PD_q014,0.4,36.4,OPTIMAL,36.4
far90,pitch+8,press_down,pinch_mu_PD_q014,0.8,36.4,OPTIMAL,36.4
far90,pitch+8,opening_normal_tangent,ground_mu,0.3,107.78064699885525,OPTIMAL,
far90,pitch+8,opening_normal_tangent,ground_mu,1.0,145.70631051920424,OPTIMAL,
far90,pitch+8,opening_normal_tangent,arm_sim_cap_scale,0.1,49.060644593918106,OPTIMAL,
far90,pitch+8,opening_normal_tangent,arm_sim_cap_scale,0.2,141.11101169148202,OPTIMAL,
far90,pitch+8,opening_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
far90,pitch+8,opening_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
far90,pitch+8,opening_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
far90,pitch+8,opening_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
far90,pitch+8,opening_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
far90,pitch+8,opening_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
far90,pitch+8,closing_normal_tangent,ground_mu,0.3,98.28904486494284,OPTIMAL,
far90,pitch+8,closing_normal_tangent,ground_mu,1.0,112.45123090640402,OPTIMAL,
far90,pitch+8,closing_normal_tangent,arm_sim_cap_scale,0.1,14.242460295972903,OPTIMAL,
far90,pitch+8,closing_normal_tangent,arm_sim_cap_scale,0.2,95.474730915414,OPTIMAL,
far90,pitch+8,closing_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
far90,pitch+8,closing_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
far90,pitch+8,closing_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
far90,pitch+8,closing_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
far90,pitch+8,closing_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
far90,pitch+8,closing_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
far90,pitch+8,handle_axis,ground_mu,0.3,47.3600142211813,OPTIMAL,
far90,pitch+8,handle_axis,ground_mu,1.0,103.3853230478885,OPTIMAL,
far90,pitch+8,handle_axis,arm_sim_cap_scale,0.1,19.566750520298466,OPTIMAL,
far90,pitch+8,handle_axis,arm_sim_cap_scale,0.2,39.786738569150394,OPTIMAL,
far90,pitch+8,handle_axis,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
far90,pitch+8,handle_axis,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
far90,pitch+8,handle_axis,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
far90,pitch+8,handle_axis,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
far90,pitch+8,handle_axis,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
far90,pitch+8,handle_axis,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
far90,pitch-8,press_down,ground_mu,0.3,134.178985394013,OPTIMAL,
far90,pitch-8,press_down,ground_mu,1.0,134.178985394013,OPTIMAL,
far90,pitch-8,press_down,arm_sim_cap_scale,0.1,33.395085589499,OPTIMAL,
far90,pitch-8,press_down,arm_sim_cap_scale,0.2,49.94966878000417,OPTIMAL,
far90,pitch-8,press_down,pinch_mu_two45N,0.2,90.0,OPTIMAL,90.0
far90,pitch-8,press_down,pinch_mu_two45N,0.4,90.0,OPTIMAL,90.0
far90,pitch-8,press_down,pinch_mu_two45N,0.8,90.0,OPTIMAL,90.0
far90,pitch-8,press_down,pinch_mu_PD_q014,0.2,36.4,OPTIMAL,36.4
far90,pitch-8,press_down,pinch_mu_PD_q014,0.4,36.4,OPTIMAL,36.4
far90,pitch-8,press_down,pinch_mu_PD_q014,0.8,36.4,OPTIMAL,36.4
far90,pitch-8,opening_normal_tangent,ground_mu,0.3,107.92789172188876,OPTIMAL,
far90,pitch-8,opening_normal_tangent,ground_mu,1.0,143.04076194047985,OPTIMAL,
far90,pitch-8,opening_normal_tangent,arm_sim_cap_scale,0.1,54.84158721235768,OPTIMAL,
far90,pitch-8,opening_normal_tangent,arm_sim_cap_scale,0.2,143.04076194047985,OPTIMAL,
far90,pitch-8,opening_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
far90,pitch-8,opening_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
far90,pitch-8,opening_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
far90,pitch-8,opening_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
far90,pitch-8,opening_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
far90,pitch-8,opening_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
far90,pitch-8,closing_normal_tangent,ground_mu,0.3,99.64752179959102,OPTIMAL,
far90,pitch-8,closing_normal_tangent,ground_mu,1.0,115.11677948519835,OPTIMAL,
far90,pitch-8,closing_normal_tangent,arm_sim_cap_scale,0.1,,INFEASIBLE,
far90,pitch-8,closing_normal_tangent,arm_sim_cap_scale,0.2,100.03121802615125,OPTIMAL,
far90,pitch-8,closing_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
far90,pitch-8,closing_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
far90,pitch-8,closing_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
