workpoint,pose,roll_deg,pitch_deg,direction,dx,dy,dz,arm_status,arm_force_N,arm_no_gravity_force_N,arm_limiter,whole_status,whole_force_N,whole_limiter,unloaded_feet,arm_peak_abs_tau_at20N_Nm,arm_peak_PD_error_at20N_rad,arm_min_cap_margin_at20N_Nm,arm_analytic_vs_LP_abs_N
high120,pitch-8,0.0,-8.0,press_down,0.0,0.0,-1.0,OPTIMAL,216.94436515000012,202.40951193770601,arm_j2,OPTIMAL,146.69599454156636,FL_foot:normal_lower;FR_foot:normal_lower,FL_foot;FR_foot,3.291916757391464,0.05143619933424162,96.70808324260854,0.0
high120,pitch-8,0.0,-8.0,opening_normal_tangent,1.0,0.0,0.0,OPTIMAL,269.73947257898453,251.6674491973845,arm_j2,OPTIMAL,105.06367129067002,FL_foot:normal_lower;FR_foot:normal_lower,FL_foot;FR_foot,1.8784274592638828,0.02935042905099817,98.12157254073611,0.0
high120,pitch-8,0.0,-8.0,closing_normal_tangent,-1.0,-0.0,-0.0,OPTIMAL,233.5954258157845,251.6674491973845,arm_j2,OPTIMAL,88.55448477858039,RL_foot:normal_lower;RR_foot:normal_lower,RL_foot;RR_foot,15.127909271945565,0.11818679118707473,84.87209072805443,0.0
high120,pitch-8,0.0,-8.0,handle_axis,0.0,1.0,0.0,OPTIMAL,183.64157244423208,183.6411421609996,arm_j1,OPTIMAL,75.60596229794554,"FL_foot:friction(1,1);FL_foot:friction(-1,-1);RL_foot:normal_lower",FL_foot;RL_foot,10.890571405417273,0.17016517820964489,89.10942859458272,0.0
left105,neutral,0.0,0.0,press_down,0.0,0.0,-1.0,OPTIMAL,253.60911563889408,241.28237425232317,arm_j2,OPTIMAL,155.28317988646108,FL_foot:normal_lower;FR_foot:normal_lower,FL_foot;FR_foot,3.1801985690859977,0.04854140801061267,96.819801430914,0.0
left105,neutral,0.0,0.0,opening_normal_tangent,1.0,0.0,0.0,OPTIMAL,447.9026075884118,426.13217715177666,arm_j2,OPTIMAL,119.70706393071177,FL_foot:normal_lower;FR_foot:normal_lower,FL_foot;FR_foot,5.38567017668951,0.0841510965107736,94.61432982331048,0.0
left105,neutral,0.0,0.0,closing_normal_tangent,-1.0,-0.0,-0.0,OPTIMAL,404.3617467151415,426.13217715177666,arm_j2,OPTIMAL,101.57082871980197,RL_foot:normal_lower;RR_foot:normal_lower,RL_foot;RR_foot,9.802223975627555,0.07657987480959028,90.19777602437244,0.0
left105,neutral,0.0,0.0,handle_axis,0.0,-1.0,0.0,OPTIMAL,246.91358024704974,246.91358024704974,arm_j1,OPTIMAL,88.50528202216647,FR_foot:normal_lower;RR_foot:normal_lower,FR_foot;RR_foot,8.099999999995532,0.1265624999999302,91.90000000000447,0.0
left105,roll+8,8.0,0.0,press_down,0.0,0.0,-1.0,OPTIMAL,250.16450313782127,238.06187456149817,arm_j3,OPTIMAL,154.97012678849714,FL_foot:normal_lower;FR_foot:normal_lower,FL_foot;FR_foot,3.5143608545780634,0.05183376326942053,96.48563914542194,0.0
left105,roll+8,8.0,0.0,opening_normal_tangent,1.0,0.0,0.0,OPTIMAL,385.7260411895985,368.50345294737133,arm_j2,OPTIMAL,119.46573278826415,FL_foot:normal_lower;FR_foot:normal_lower,FL_foot;FR_foot,5.2418918479285965,0.08190456012388432,94.7581081520714,0.0
left105,roll+8,8.0,0.0,closing_normal_tangent,-1.0,-0.0,-0.0,OPTIMAL,351.28086470514415,368.50345294737133,arm_j2,OPTIMAL,101.81215986227167,RL_foot:normal_lower;RR_foot:normal_lower,RL_foot;RR_foot,10.101014778698211,0.07891417795857977,89.89898522130179,0.0
left105,roll+8,8.0,0.0,handle_axis,0.0,-1.0,0.0,OPTIMAL,250.8931813388476,249.34014136262712,arm_j1,OPTIMAL,90.31729069334173,FR_foot:normal_lower;RR_foot:normal_lower,FR_foot;RR_foot,7.398311368144783,0.11559861512726223,92.60168863185521,0.0
left105,roll-8,-8.0,0.0,press_down,0.0,0.0,-1.0,OPTIMAL,258.3019902502086,244.99696727207123,arm_j2,OPTIMAL,155.7438535619687,FL_foot:normal_lower;FR_foot:normal_lower,FL_foot;FR_foot,2.779806340125557,0.043434474064461825,97.22019365987444,0.0
left105,roll-8,-8.0,0.0,opening_normal_tangent,1.0,0.0,0.0,OPTIMAL,520.9076793517198,517.2351882050484,arm_j1,OPTIMAL,120.06219507352415,FL_foot:normal_lower;FR_foot:normal_lower,FL_foot;FR_foot,5.455238259897929,0.08523809781090515,94.54476174010208,0.0
left105,roll-8,-8.0,0.0,closing_normal_tangent,-1.0,-0.0,-0.0,OPTIMAL,509.2630413824784,517.2351882050484,arm_j2,OPTIMAL,101.21569757701742,RL_foot:normal_lower;RR_foot:normal_lower,RL_foot;RR_foot,9.144656030100826,0.0715115062937495,90.85534396989917,0.0
left105,roll-8,-8.0,0.0,handle_axis,0.0,-1.0,0.0,OPTIMAL,247.56976787964015,249.34014136262329,arm_j1,OPTIMAL,86.92521052354739,FR_foot:normal_lower;RR_foot:normal_lower,FR_foot;RR_foot,8.7311948104344,0.1364249189130375,91.2688051895656,0.0
left105,pitch+8,0.0,8.0,press_down,0.0,0.0,-1.0,OPTIMAL,270.027880508578,257.36917510393033,arm_j3,OPTIMAL,157.18333958587374,FL_foot:normal_lower;FR_foot:normal_lower,FL_foot;FR_foot,3.154034270274483,0.04456933430588925,96.84596572972552,0.0
left105,pitch+8,0.0,8.0,opening_normal_tangent,1.0,0.0,0.0,OPTIMAL,484.5592373212008,465.48154269916347,arm_j2,OPTIMAL,121.17188799465914,FL_foot:normal_lower;FR_foot:normal_lower,FL_foot;FR_foot,5.110396740926209,0.07984994907697202,94.8896032590738,0.0
left105,pitch+8,0.0,8.0,closing_normal_tangent,-1.0,-0.0,-0.0,OPTIMAL,446.40384807712616,465.48154269916347,arm_j2,OPTIMAL,100.10600465586411,RL_foot:normal_lower;RR_foot:normal_lower,RL_foot;RR_foot,8.39511152159536,0.07385320660804559,91.60488847840463,0.0
left105,pitch+8,0.0,8.0,handle_axis,0.0,-1.0,0.0,OPTIMAL,306.90585191204786,307.55607587211813,arm_j1,OPTIMAL,88.0986960586259,"FR_foot:friction(1,1);FR_foot:friction(-1,-1);RR_foot:normal_lower",FR_foot;RR_foot,6.714295564317408,0.1049108681924595,93.28570443568259,0.0
left105,pitch-8,0.0,-8.0,press_down,0.0,0.0,-1.0,OPTIMAL,232.45999044010796,219.09415092508928,arm_j2,OPTIMAL,153.9099455925767,FL_foot:normal_lower;FR_foot:normal_lower,FL_foot;FR_foot,3.2042748465383575,0.050066794477161836,96.79572515346165,0.0
left105,pitch-8,0.0,-8.0,opening_normal_tangent,1.0,0.0,0.0,OPTIMAL,449.8350731751312,423.97073675791637,arm_j2,OPTIMAL,118.6484441528145,FL_foot:normal_lower;FR_foot:normal_lower,FL_foot;FR_foot,5.582431130698867,0.0872254864171698,94.41756886930114,0.0
left105,pitch-8,0.0,-8.0,closing_normal_tangent,-1.0,-0.0,-0.0,OPTIMAL,398.10640034070155,423.97073675791637,arm_j2,OPTIMAL,102.6294484977622,RL_foot:normal_lower;RR_foot:normal_lower,RL_foot;RR_foot,10.817807089219682,0.08451411788452877,89.18219291078032,0.0
left105,pitch-8,0.0,-8.0,handle_axis,0.0,-1.0,0.0,OPTIMAL,211.55920353488443,210.90331455862406,arm_j1,OPTIMAL,88.7800946118967,"RR_foot:friction(1,1);RR_foot:friction(-1,-1);FR_foot:normal_lower",FR_foot;RR_foot,9.172027980794306,0.14331293719991103,90.82797201920569,0.0
open30,pitch+8,0.0,8.0,press_down,0.0,0.0,-1.0,OPTIMAL,251.90519354831758,239.69938269739154,arm_j3,OPTIMAL,157.11928083269015,FL_foot:normal_lower;FR_foot:normal_lower,FL_foot;FR_foot,3.6020013535824678,0.0508070584428776,96.39799864641753,0.0
open30,pitch+8,0.0,8.0,opening_normal_tangent,0.8660254037844387,0.49999999999999994,0.0,OPTIMAL,381.56483716201865,366.6036412201455,arm_j2,OPTIMAL,133.18216277365764,"FL_foot:friction(1,1);FL_foot:friction(-1,1);RL_foot:friction(-1,1);RL_foot:friction(-1,-1);FR_foot:friction(1,1);FR_foot:friction(-1,1);FL_foot:normal_lower",FL_foot,4.9612392332151,0.07751936301898593,95.0387607667849,0.0
open30,pitch+8,0.0,8.0,closing_normal_tangent,-0.8660254037844387,-0.49999999999999994,-0.0,OPTIMAL,351.64244527827236,366.6036412201455,arm_j2,OPTIMAL,108.71294717087059,"RL_foot:friction(1,1);RL_foot:friction(-1,1);FR_foot:friction(-1,1);FR_foot:friction(-1,-1);RR_foot:friction(1,1);RR_foot:friction(-1,1);RR_foot:normal_lower",RR_foot,9.536510828292332,0.08160978650117665,90.46348917170766,0.0
open30,pitch+8,0.0,8.0,handle_axis,-0.49999999999999994,0.8660254037844387,0.0,OPTIMAL,292.8943019348955,293.2559814976327,arm_j1,OPTIMAL,92.69588812682771,"FL_foot:friction(-1,1);FL_foot:friction(-1,-1);RL_foot:friction(1,-1);RL_foot:friction(-1,-1);RR_foot:friction(1,-1);RR_foot:friction(-1,-1);RL_foot:normal_lower",RL_foot,6.943312616762977,0.10848925963692152,93.05668738323702,0.0
